,Section Names,Section Length,Chapter Links,Section Descriptions
14,Natural Language Processing & Word Embeddings,3,https://www.coursera.org/learn/nlp-sequence-models,"Natural language processing with deep learning is an important combination. Using word vector representations and embedding layers you can train recurrent neural networks with outstanding performances in a wide variety of industries. Examples of applications are sentiment analysis, named entity recognition and machine translation."
15,Sequence models & Attention mechanism,3,https://www.coursera.org/learn/nlp-sequence-models,"Sequence models can be augmented using an attention mechanism. This algorithm will help your model understand where it should focus its attention given a sequence of inputs. This week, you will also learn about speech recognition and how to deal with audio data."
16,Week 1,4,https://www.coursera.org/learn/python-data-analysis?specialization=data-science-python,"In this week you'll get an introduction to the field of data science, review common Python functionality and features which data scientists use, and be introduced to the Coursera Jupyter Notebook for the lectures. All of the course information on grading, prerequisites, and expectations are on the course syllabus, and you can find more information about the Jupyter Notebooks on our Course Resources page."
17,Week 2,4,https://www.coursera.org/learn/python-data-analysis?specialization=data-science-python,"In this week of the course you'll learn the fundamentals of one of the most important toolkits Python has for data cleaning and processing -- pandas. You'll learn how to read in data into DataFrame structures, how to query these structures, and the details about such structures are indexed. The module ends with a programming assignment and a discussion question."
18,Week 3,4,https://www.coursera.org/learn/python-data-analysis?specialization=data-science-python,"In this week you'll deepen your understanding of the python pandas library by learning how to merge DataFrames, generate summary tables, group data into logical pieces, and manipulate dates. We'll also refresh your understanding of scales of data, and discuss issues with creating metrics for analysis. The week ends with a more significant programming assignment."
19,Week 4,4,https://www.coursera.org/learn/python-data-analysis?specialization=data-science-python,"In this week of the course you'll be introduced to a variety of statistical techniques such a distributions, sampling and t-tests. The majority of the week will be dedicated to your course project, where you'll engage in a real-world data cleaning activity and provide evidence for (or against!) a given hypothesis. This project is suitable for a data science portfolio, and will test your knowledge of cleaning, merging, manipulating, and test for significance in data. The week ends with two discussions of science and the rise of the fourth paradigm -- data driven discovery."
20,Module 1: Principles of Information Visualization,4,https://www.coursera.org/learn/python-plotting?specialization=data-science-python,"In this module, you will get an introduction to principles of information visualization. We will be introduced to tools for thinking about design and graphical heuristics for thinking about creating effective visualizations. All of the course information on grading, prerequisites, and expectations are on the course syllabus, which is included in this module. "
21,Module 2: Basic Charting,4,https://www.coursera.org/learn/python-plotting?specialization=data-science-python,"In this module, you will delve into basic charting. For this week’s assignment, you will work with real world CSV weather data. You will manipulate the data to display the minimum and maximum temperature for a range of dates and demonstrate that you know how to create a line graph using matplotlib. Additionally, you will demonstrate the procedure of composite charts, by overlaying a scatter plot of record breaking data for a given year."
22,Module 3: Charting Fundamentals,4,https://www.coursera.org/learn/python-plotting?specialization=data-science-python,In this module you will explore charting fundamentals. For this week’s assignment you will work to implement a new visualization technique based on academic research. This assignment is flexible and you can address it using a variety of difficulties - from an easy static image to an interactive chart where users can set ranges of values to be used.
23,Module 4: Applied Visualizations,4,https://www.coursera.org/learn/python-plotting?specialization=data-science-python,"In this module, then everything starts to come together. Your final assignment is entitled “Becoming a Data Scientist.” This assignment requires that you identify at least two publicly accessible datasets from the same region that are consistent across a meaningful dimension. You will state a research question that can be answered using these data sets and then create a visual using matplotlib that addresses your stated research question. You will then be asked to justify how your visual addresses your research question."
24,Module 1: Fundamentals of Machine Learning - Intro to SciKit Learn,4,https://www.coursera.org/learn/python-machine-learning?specialization=data-science-python,"This module introduces basic machine learning concepts, tasks, and workflow using an example classification problem based on the K-nearest neighbors method, and implemented using the scikit-learn library."
25,Module 2: Supervised Machine Learning - Part 1,4,https://www.coursera.org/learn/python-machine-learning?specialization=data-science-python,"This module delves into a wider variety of supervised learning methods for both classification and regression, learning about the connection between model complexity and generalization performance, the importance of proper feature scaling, and how to control model complexity by applying techniques like regularization to avoid overfitting.  In addition to k-nearest neighbors, this week covers linear regression (least-squares, ridge, lasso, and polynomial regression), logistic regression, support vector machines, the use of cross-validation for model evaluation, and decision trees. "
26,Module 3: Evaluation,4,https://www.coursera.org/learn/python-machine-learning?specialization=data-science-python,This module covers evaluation and model selection methods that you can use to help understand and optimize the performance of your machine learning models. 
27,Module 4: Supervised Machine Learning - Part 2,4,https://www.coursera.org/learn/python-machine-learning?specialization=data-science-python,"This module covers more advanced supervised learning methods that include ensembles of trees (random forests, gradient boosted trees), and neural networks (with an optional summary on deep learning).  You will also learn about the critical problem of data leakage in machine learning and how to detect and avoid it."
28,Module 1: Working with Text in Python,4,https://www.coursera.org/learn/python-text-mining?specialization=data-science-python,
29,Module 2: Basic Natural Language Processing,4,https://www.coursera.org/learn/python-text-mining?specialization=data-science-python,
30,Module 3: Classification of Text,4,https://www.coursera.org/learn/python-text-mining?specialization=data-science-python,
31,Module 4: Topic Modeling,4,https://www.coursera.org/learn/python-text-mining?specialization=data-science-python,
32,Introduction to optimization,6,https://www.coursera.org/learn/intro-to-deep-learning?specialization=aml,"Welcome to the ""Introduction to Deep Learning"" course! In the first week you'll learn about linear models and stochatic optimization methods. Linear models are basic building blocks for many deep architectures, and stochastic optimization is used to learn every model that we'll discuss in our course."
33,Introduction to neural networks,6,https://www.coursera.org/learn/intro-to-deep-learning?specialization=aml,This module is an introduction to the concept of a deep neural network. You'll begin with the linear model and finish with writing your very first deep network.
34,Deep Learning for images,6,https://www.coursera.org/learn/intro-to-deep-learning?specialization=aml,In this week you will learn about building blocks of deep learning for image input. You will learn how to build Convolutional Neural Network (CNN) architectures with these blocks and how to quickly solve a new task using so-called pre-trained models.
35,Unsupervised representation learning,6,https://www.coursera.org/learn/intro-to-deep-learning?specialization=aml,"This week we're gonna dive into unsupervised parts of deep learning. You'll learn how to generate, morph and search images with deep learning."
36,Deep learning for sequences,6,https://www.coursera.org/learn/intro-to-deep-learning?specialization=aml,"In this week you will learn how to use deep learning for sequences such as texts, video, audio, etc. You will learn about several Recurrent Neural Network (RNN) architectures and how to apply them for different tasks with sequential input/output."
37,Final Project,6,https://www.coursera.org/learn/intro-to-deep-learning?specialization=aml,In this week you will apply all your knowledge about neural networks for images and texts for the final project. You will solve the task of generating descriptions for real world images!
38,Introduction & Recap,13,https://www.coursera.org/learn/competitive-data-science?specialization=aml,"This week we will introduce you to competitive data science. You will learn about competitions' mechanics, the difference between competitions and a real life data science,  hardware and software that people usually use in competitions. We will also briefly recap major ML models frequently used in competitions."
39,Feature Preprocessing and Generation with Respect to Models,13,https://www.coursera.org/learn/competitive-data-science?specialization=aml,"In this module we will summarize approaches to work with features: preprocessing, generation and extraction. We will see, that the choice of the machine learning model impacts both preprocessing we apply to the features and our approach to generation of new ones. We will also discuss feature extraction from text with Bag Of Words and Word2vec, and feature extraction from images with Convolution Neural Networks."
40,Final Project Description,13,https://www.coursera.org/learn/competitive-data-science?specialization=aml,"This is just a reminder, that the final project in this course is better to start soon! The final project is in fact a competition, in this module you can find an information about it."
41,Exploratory Data Analysis,13,https://www.coursera.org/learn/competitive-data-science?specialization=aml,We will start this week with Exploratory Data Analysis (EDA). It is a very broad and exciting topic and an essential component of solving process. Besides regular videos you will find a walk through EDA process for Springleaf competition data and an example of prolific EDA for NumerAI competition with extraordinary findings.
42,Validation,13,https://www.coursera.org/learn/competitive-data-science?specialization=aml,In this module we will discuss various validation strategies. We will see that the strategy we choose depends on the competition setup and that correct validation scheme is one of the bricks for any winning solution.   
43,Data Leakages,13,https://www.coursera.org/learn/competitive-data-science?specialization=aml,"Finally, in this module we will cover something very unique to data science competitions. That is, we will see examples how it is sometimes possible to get a top position in a competition with a very little machine learning, just by exploiting a data leakage.   "
44,Metrics Optimization,13,https://www.coursera.org/learn/competitive-data-science?specialization=aml,"This week we will first study another component of the competitions: the evaluation metrics. We will recap the most prominent ones and then see, how we can efficiently optimize a metric given in a competition."
45,Advanced Feature Engineering I,13,https://www.coursera.org/learn/competitive-data-science?specialization=aml,"In this module we will study a very powerful technique for feature generation. It has a lot of names, but here we call it ""mean encodings"". We will see the intuition behind them, how to construct them, regularize and extend them.    "
46,Hyperparameter Optimization,13,https://www.coursera.org/learn/competitive-data-science?specialization=aml,"In this module we will talk about hyperparameter optimization process. We will also have a special video with practical tips and tricks, recorded by four instructors."
47,Advanced feature engineering II,13,https://www.coursera.org/learn/competitive-data-science?specialization=aml,In this module we will learn about a few more advanced feature engineering techniques.
48,Ensembling,13,https://www.coursera.org/learn/competitive-data-science?specialization=aml,"Nowadays it is hard to find a competition won by a single model! Every winning solution incorporates ensembles of models. In this module we will talk about the main ensembling techniques in general, and, of course, how it is better to ensemble the models in practice. "
49,Competitions go through,13,https://www.coursera.org/learn/competitive-data-science?specialization=aml,"For the 5th week we've prepared for you several ""walk-through"" videos. In these videos we discuss solutions to competitions we took prizes at. The video content is quite short this week to let you spend more time on the final project. Good luck!"
50,Final Project,13,https://www.coursera.org/learn/competitive-data-science?specialization=aml,Final project for the course.
51,Introduction to Bayesian methods & Conjugate priors,7,https://www.coursera.org/learn/bayesian-methods-in-machine-learning?specialization=aml,Welcome to first week of our course! Today we will discuss what bayesian methods are and what are probabilistic models. We will see how they can be used to model real-life situations and how to make conclusions from them. We will also learn about conjugate priors — a class of models where all math becomes really simple.
52,Expectation-Maximization algorithm,7,https://www.coursera.org/learn/bayesian-methods-in-machine-learning?specialization=aml,"This week we will about the central topic in probabilistic modeling: the Latent Variable Models and how to train them, namely the Expectation Maximization algorithm. We will see models for clustering and dimensionality reduction where Expectation Maximization algorithm can be applied as is. In the following weeks, we will spend weeks 3, 4, and 5 discussing numerous extensions to this algorithm to make it work for more complicated models and scale to large datasets."
53,Variational Inference & Latent Dirichlet Allocation,7,https://www.coursera.org/learn/bayesian-methods-in-machine-learning?specialization=aml,This week we will move on to approximate inference methods. We will see why we care about approximating distributions and see variational inference — one of the most powerful methods for this task. We will also see mean-field approximation in details. And apply it to text-mining algorithm called Latent Dirichlet Allocation
54,Markov chain Monte Carlo,7,https://www.coursera.org/learn/bayesian-methods-in-machine-learning?specialization=aml,This week we will learn how to approximate training and inference with sampling and how to sample from complicated distributions. This will allow us to build simple method to deal with LDA and with Bayesian Neural Networks — Neural Networks which weights are random variables themselves and instead of training (finding the best value for the weights) we will sample from the posterior distributions on weights.
55,Variational Autoencoder,7,https://www.coursera.org/learn/bayesian-methods-in-machine-learning?specialization=aml,"Welcome to the fifth week of the course! This week we will combine many ideas from the previous weeks and add some new to build Variational Autoencoder -- a model that can learn a distribution over structured data (like photographs or molecules) and then sample new data points from the learned distribution, hallucinating new photographs of non-existing people. We will also the same techniques to Bayesian Neural Networks and will see how this can greatly compress the weights of the network without reducing the accuracy."
56,Gaussian processes & Bayesian optimization,7,https://www.coursera.org/learn/bayesian-methods-in-machine-learning?specialization=aml,"Welcome to the final week of our course! This time we will see nonparametric Bayesian methods. Specifically, we will learn about Gaussian processes and their application to Bayesian optimization that allows one to perform optimization for scenarios in which each function evaluation is very expensive: oil probe, drug discovery and neural network architecture tuning."
57,Final project,7,https://www.coursera.org/learn/bayesian-methods-in-machine-learning?specialization=aml,In this module you will apply methods that you learned in this course to this final project
58,Intro: why should I care?,6,https://www.coursera.org/learn/practical-rl?specialization=aml,"In this module we gonna define and ""taste"" what reinforcement learning is about. We'll also learn one simple algorithm that can solve reinforcement learning problems with embarrassing efficiency."
59,At the heart of RL: Dynamic Programming,6,https://www.coursera.org/learn/practical-rl?specialization=aml,"This week we'll consider the reinforcement learning formalisms in a more rigorous, mathematical way.  You'll learn how to effectively compute the return your agent gets for a particular action - and how to pick best actions based on that return."
60,Model-free methods,6,https://www.coursera.org/learn/practical-rl?specialization=aml,This week we'll find out how to apply last week's ideas to the real world problems: ones where you don't have a perfect model of your environment.
61,Approximate Value Based Methods,6,https://www.coursera.org/learn/practical-rl?specialization=aml,This week we'll learn to scale things even farther up by training agents based on neural networks.
62,Policy-based methods,6,https://www.coursera.org/learn/practical-rl?specialization=aml,"We spent 3 previous modules working on the value-based methods: learning state values, action values and whatnot. Now's the time to see an alternative approach that doesn't require you to predict all future rewards to learn something."
63,Exploration,6,https://www.coursera.org/learn/practical-rl?specialization=aml,"In this final week you'll learn how to build better exploration strategies with a focus on contextual bandit setup. In honor track, you'll also learn how to apply reinforcement learning to train structured deep learning models."
64,A New Programming Paradigm,4,https://www.coursera.org/learn/introduction-tensorflow,"Welcome to this course on going from Basics to Mastery of TensorFlow. We're excited you're here! In week 1 you'll get a soft introduction to what Machine Learning and Deep Learning are, and how they offer you a new programming paradigm, giving you a new set of tools to open previously unexplored scenarios. All you need to know is some very basic programming skills, and you'll pick the rest up as you go along.You'll be working with code that works well across both TensorFlow 1.x and the TensorFlow 2.0 alpha. 

To get started, check out the first video, a conversation between Andrew and Laurence that sets the theme for what you'll study..."
65,Introduction to Computer Vision,4,https://www.coursera.org/learn/introduction-tensorflow,Welcome to week 2 of the course! In week 1 you learned all about how Machine Learning and Deep Learning is a new programming paradigm. This week you’re going to take that to the next level by beginning to solve problems of computer vision with just a few lines of code! Check out this conversation between Laurence and Andrew where they discuss it and introduce you to Computer Vision!
66,Enhancing Vision with Convolutional Neural Networks,4,https://www.coursera.org/learn/introduction-tensorflow,"Welcome to week 3! In week 2 you saw a basic Neural Network for Computer Vision. It did the job nicely, but it was a little naive in its approach. This week we’ll see how to make it better, as discussed by Laurence and Andrew here. "
67,Using Real-world Images,4,https://www.coursera.org/learn/introduction-tensorflow,"Last week you saw how to improve the results from your deep neural network using convolutions. It was a good start, but the data you used was very basic. What happens when your images are larger, or if the features aren’t always in the same place? Andrew and Laurence discuss this to prepare you for what you’ll learn this week: handling complex images!"
68,Exploring a Larger Dataset,4,https://www.coursera.org/learn/convolutional-neural-networks-tensorflow,"In the first course in this specialization, you had an introduction to TensorFlow, and how, with its high level APIs you could do basic image classification, an you learned a little bit about Convolutional Neural Networks (ConvNets). In this course you'll go deeper into using ConvNets will real-world data, and learn about techniques that you can use to improve your ConvNet performance, particularly when doing image classification!In Week 1, this week, you'll get started by looking at a much larger dataset than you've been using thus far: The Cats and Dogs dataset which had been a Kaggle Challenge in image classification!"
69,Augmentation: A technique to avoid overfitting,4,https://www.coursera.org/learn/convolutional-neural-networks-tensorflow,"You've heard the term overfitting a number of times to this point. Overfitting is simply the concept of being over specialized in training -- namely that your model is very good at classifying what it is trained for, but not so good at classifying things that it hasn't seen. In order to generalize your model more effectively, you will of course need a greater breadth of samples to train it on. That's not always possible, but a nice potential shortcut to this is Image Augmentation, where you tweak the training set to potentially increase the diversity of subjects it covers. You'll learn all about that this week!"
70,Transfer Learning,4,https://www.coursera.org/learn/convolutional-neural-networks-tensorflow,"Building models for yourself is great, and can be very powerful. But, as you've seen, you can be limited by the data you have on hand. Not everybody has access to massive datasets or the compute power that's needed to train them effectively. Transfer learning can help solve this -- where people with models trained on large datasets train them, so that you can either use them directly, or, you can use the features that they have learned and apply them to your scenario. This is Transfer learning, and you'll look into that this week!"
71,Multiclass Classifications,4,https://www.coursera.org/learn/convolutional-neural-networks-tensorflow,"You've come a long way, Congratulations! One more thing to do before we move off of ConvNets to the next module, and that's to go beyond binary classification. Each of the examples you've done so far involved classifying one thing or another -- horse or human, cat or dog. When moving beyond binary into Categorical classification there are some coding considerations you need to take into account. You'll look at them this week!"
72,Sentiment in text,4,https://www.coursera.org/learn/natural-language-processing-tensorflow,"The first step in understanding sentiment in text, and in particular when training a neural network to do so is the tokenization of that text. This is the process of converting the text into numeric values, with a number representing a word or a character. This week you'll learn about the Tokenizer and pad_sequences APIs in TensorFlow and how they can be used to prepare and encode text and sentences to get them ready for training neural networks!"
73, Word Embeddings ,4,https://www.coursera.org/learn/natural-language-processing-tensorflow,"Last week you saw how to use the Tokenizer to prepare your text to be used by a neural network by converting words into numeric tokens, and sequencing sentences from these tokens. This week you'll learn about Embeddings, where these tokens are mapped as vectors in a high dimension space. With Embeddings and labelled examples, these vectors can then be tuned so that words with similar meaning will have a similar direction in the vector space. This will begin the process of training a neural network to udnerstand sentiment in text -- and you'll begin by looking at movie reviews, training a neural network on texts that are labelled 'positive' or 'negative' and determining which words in a sentence drive those meanings."
74,Sequence models,4,https://www.coursera.org/learn/natural-language-processing-tensorflow,"In the last couple of weeks you looked first at Tokenizing words to get numeric values from them, and then using Embeddings to group words of similar meaning depending on how they were labelled. This gave you a good, but rough, sentiment analysis -- words such as 'fun' and 'entertaining' might show up in a positive movie review, and 'boring' and 'dull' might show up in a negative one. But sentiment can also be determined by the sequence in which words appear. For example, you could have 'not fun', which of course is the opposite of 'fun'. This week you'll start digging into a variety of model formats that are used in training models to understand context in sequence!"
75,Sequence models and literature,4,https://www.coursera.org/learn/natural-language-processing-tensorflow,"Taking everything that you've learned in training a neural network based on NLP, we thought it might be a bit of fun to turn the tables away from classification and use your knowledge for prediction. Given a body of words, you could conceivably predict the word most likely to follow a given word or phrase, and once you've done that, to do it again, and again. With that in mind, this week you'll build a poetry generator. It's trained with the lyrics from traditional Irish songs, and can be used to produce beautiful-sounding verse of it's own!"
76,Sequences and Prediction,4,https://www.coursera.org/learn/tensorflow-sequences-time-series-and-prediction,"Hi Learners and welcome to this course on sequences and prediction! In this course we'll take a look at some of the unique considerations involved when handling sequential time series data -- where values change over time, like the temperature on a particular day, or the number of visitors to your web site. We'll discuss various methodologies for predicting future values in these time series, building on what you've learned in previous courses!"
77,Deep Neural Networks for Time Series,4,https://www.coursera.org/learn/tensorflow-sequences-time-series-and-prediction,"Having explored time series and some of the common attributes of time series such as trend and seasonality, and then having used statistical methods for projection, let's now begin to teach neural networks to recognize and predict on time series!"
78,Recurrent Neural Networks for Time Series,4,https://www.coursera.org/learn/tensorflow-sequences-time-series-and-prediction,Recurrent Neural networks and Long Short Term Memory networks are really useful to classify and predict on sequential data. This week we'll explore using them with time series...
79,Real-world time series data,4,https://www.coursera.org/learn/tensorflow-sequences-time-series-and-prediction,"On top of DNNs and RNNs, let's also add convolutions, and then put it all together using a real-world data series -- one which measures sunspot activity over hundreds of years, and see if we can predict using it."
80,Introduction to Machine Learning,6,https://www.coursera.org/learn/machine-learning-with-python?specialization=ai-engineer,"In this week, you will learn about applications of Machine Learning in different fields such as health care, banking, telecommunication, and so on.  You’ll get a general overview of Machine Learning topics such as supervised vs unsupervised learning, and  the usage of each algorithm. Also, you understand the advantage of using Python libraries for implementing Machine Learning models."
81,Regression,6,https://www.coursera.org/learn/machine-learning-with-python?specialization=ai-engineer,"In this week, you will get a brief intro to regression. You learn about Linear, Non-linear, Simple and Multiple regression, and their applications. You apply all these methods on two different datasets, in the lab part. Also, you learn how to evaluate your regression model, and calculate its accuracy."
82,Classification,6,https://www.coursera.org/learn/machine-learning-with-python?specialization=ai-engineer,"In this week, you will learn about classification technique. You practice with different classification algorithms, such as KNN, Decision Trees, Logistic Regression and SVM. Also, you learn about pros and cons of each method, and different classification accuracy metrics."
83,Clustering,6,https://www.coursera.org/learn/machine-learning-with-python?specialization=ai-engineer,"In this section, you will learn about different clustering approaches. You learn how to use clustering for customer segmentation, grouping same vehicles, and also clustering of weather stations. You understand 3 main types of clustering, including Partitioned-based Clustering, Hierarchical Clustering, and Density-based Clustering."
84,Recommender Systems,6,https://www.coursera.org/learn/machine-learning-with-python?specialization=ai-engineer,"In this module, you will learn about recommender systems. First, you will get introduced with main idea behind recommendation engines, then you understand two main types of recommendation engines, namely, content-based and collaborative filtering."
85,Final Project,6,https://www.coursera.org/learn/machine-learning-with-python?specialization=ai-engineer,"In this module, you will do a project based of what you have learned so far. You will submit a report of your project for peer evaluation."
86,Week 1: Introduction,4,https://www.coursera.org/learn/machine-learning-big-data-apache-spark?specialization=ai-engineer,"This is an introduction to Apache Spark. You'll learn how Apache Spark internally works and how to use it for data processing. RDD, the low level API is introduced in conjunction with parallel programming / functional programming. Then, different types of data storage solutions are contrasted. Finally, Apache Spark SQL and the optimizer Tungsten and Catalyst are explained. "
87,Week 2: Scaling Math for Statistics on Apache Spark,4,https://www.coursera.org/learn/machine-learning-big-data-apache-spark?specialization=ai-engineer,Applying basic statistical calculations using the Apache Spark RDD API in order to experience how parallelization in Apache Spark works
88,Week 3: Introduction to Apache SparkML,4,https://www.coursera.org/learn/machine-learning-big-data-apache-spark?specialization=ai-engineer,Understand the concept of machine learning pipelines in order to understand how Apache SparkML works programmatically
89,Week 4: Supervised and Unsupervised learning with SparkML,4,https://www.coursera.org/learn/machine-learning-big-data-apache-spark?specialization=ai-engineer,Apply Supervised and Unsupervised Machine Learning tasks using SparkML
90,Introduction to Neural Networks and Deep Learning,5,https://www.coursera.org/learn/introduction-to-deep-learning-with-keras?specialization=ai-engineer,"In this module, you will learn about exciting applications of deep learning and why now is the perfect time to learn deep learning. You will also learn about neural networks and how most of the deep learning algorithms are inspired by the way our brain functions and the neurons process data. Finally, you will learn about how neural networks feed data forward through the network."
91,Artificial Neural Networks,5,https://www.coursera.org/learn/introduction-to-deep-learning-with-keras?specialization=ai-engineer,"In this module, you will learn about the gradient descent algorithm and how variables are optimized with respect to a defined function. You will also learn about backpropagation and how neural networks learn and update their weights and biases. Futhermore, you will learn about the vanishing gradient problem. Finally, you will learn about activation functions."
92,Keras and Deep Learning Libraries,5,https://www.coursera.org/learn/introduction-to-deep-learning-with-keras?specialization=ai-engineer,"In this module, you will learn about the diifferent deep learning libraries namely, Keras, PyTorch, and TensorFlow. You will also learn how to build regression and classification models using the Keras library."
93,Deep Learning Models,5,https://www.coursera.org/learn/introduction-to-deep-learning-with-keras?specialization=ai-engineer,"In this module, you will learn about the difference between the shallow and deep neural networks. You will also learn about convolutional networks and how to build them using the Keras library. Finally, you will also learn about recurrent neural networks and autoencoders."
94,Course Project,5,https://www.coursera.org/learn/introduction-to-deep-learning-with-keras?specialization=ai-engineer,"In this module, you will conclude the course by working on a final assignment where you will use the Keras library to build a regression model and experiment with the depth and the width of the model."
95,Tensor and Datasets ,10,https://www.coursera.org/learn/deep-neural-networks-with-pytorch?specialization=ai-engineer,
96,Linear Regression,10,https://www.coursera.org/learn/deep-neural-networks-with-pytorch?specialization=ai-engineer,
97,Linear Regression PyTorch Way,10,https://www.coursera.org/learn/deep-neural-networks-with-pytorch?specialization=ai-engineer,
98,Multiple Input Output Linear Regression ,10,https://www.coursera.org/learn/deep-neural-networks-with-pytorch?specialization=ai-engineer,
99,Logistic Regression for Classification,10,https://www.coursera.org/learn/deep-neural-networks-with-pytorch?specialization=ai-engineer,
100,Softmax Rergresstion ,10,https://www.coursera.org/learn/deep-neural-networks-with-pytorch?specialization=ai-engineer,
101,Shallow Neural Networks,10,https://www.coursera.org/learn/deep-neural-networks-with-pytorch?specialization=ai-engineer,
102,Deep Networks ,10,https://www.coursera.org/learn/deep-neural-networks-with-pytorch?specialization=ai-engineer,
103,Convolutional Neural Network,10,https://www.coursera.org/learn/deep-neural-networks-with-pytorch?specialization=ai-engineer,
104,Peer Review ,10,https://www.coursera.org/learn/deep-neural-networks-with-pytorch?specialization=ai-engineer,
105,Welcome to the Course,7,https://www.coursera.org/learn/end-to-end-ml-tensorflow-gcp?specialization=advanced-machine-learning-tensorflow-gcp,We'll give you an overview of this course and reveal the upcoming Advanced Machine Learning with TensorFlow on GCP specialization.
106,Machine Learning (ML) on Google Cloud Platform (GCP),7,https://www.coursera.org/learn/end-to-end-ml-tensorflow-gcp?specialization=advanced-machine-learning-tensorflow-gcp,This module reviews the steps of deploying machine learning in a production environment.
107,Explore the Data,7,https://www.coursera.org/learn/end-to-end-ml-tensorflow-gcp?specialization=advanced-machine-learning-tensorflow-gcp,This module explores a large dataset using Datalab and BigQuery.
108,Create the dataset,7,https://www.coursera.org/learn/end-to-end-ml-tensorflow-gcp?specialization=advanced-machine-learning-tensorflow-gcp,This modules shows how to use Pandas in Datalab and sample a dataset for local development.
109,Build the Model,7,https://www.coursera.org/learn/end-to-end-ml-tensorflow-gcp?specialization=advanced-machine-learning-tensorflow-gcp,This module let's you develop a machine learning model in Tensorflow.
110,Operationalize the model,7,https://www.coursera.org/learn/end-to-end-ml-tensorflow-gcp?specialization=advanced-machine-learning-tensorflow-gcp,This module explains how to preprocess data at scale for machine learning and lets you train a machine learning model at scale on Cloud AI Platform.
111,Summary,7,https://www.coursera.org/learn/end-to-end-ml-tensorflow-gcp?specialization=advanced-machine-learning-tensorflow-gcp,This module reviews what you've learned in this course.
112,Welcome to the course,7,https://www.coursera.org/learn/gcp-production-ml-systems?specialization=advanced-machine-learning-tensorflow-gcp,In this module we will preview the topics covered in the course and how to use Qwiklabs to complete each of your labs using Google Cloud Platform.
113,Architecting Production ML Systems,7,https://www.coursera.org/learn/gcp-production-ml-systems?specialization=advanced-machine-learning-tensorflow-gcp,"In this module, we’ll talk about what else a production ML system needs to do and how you can meet those needs. We’ll then review some important, high-level, design decisions around training and model serving that you’ll need to make in order to get the right performance profile for your model."
114,Ingesting data for Cloud-based analytics and ML,7,https://www.coursera.org/learn/gcp-production-ml-systems?specialization=advanced-machine-learning-tensorflow-gcp,"In this module, we’ll talk about how to bring your data to the cloud. There are many ways to bring your data into cloud to power your machine learning models. We’ll first review why your data needs to be on the cloud to get the advantages of scale and using fully-managed services and what options you have to bring your data over.  "
115,Designing Adaptable ML systems,7,https://www.coursera.org/learn/gcp-production-ml-systems?specialization=advanced-machine-learning-tensorflow-gcp,"In this module, we’ll learn how to recognize the ways that our model is dependent on our data, make cost-conscious engineering decisions, know when to roll back our models to earlier versions, debug the causes of observed model behavior and implement a pipeline that is immune to one type of dependency."
116,Designing High-performance ML systems,7,https://www.coursera.org/learn/gcp-production-ml-systems?specialization=advanced-machine-learning-tensorflow-gcp,"In this module, you will learn how to identify performance considerations for machine learning models. Machine learning models are not all identical. For some models, you will be focused on improving I/O performance, and on others, you will be focused on squeezing out more computational speed."
