,Section Names,Section Length,Chapter Links,Section Descriptions
17,Partitioning and Shuffling,4,https://www.coursera.org/learn/scala-spark-big-data?specialization=scala,"With our newfound understanding of the cost of data movement in a Spark job, and some experience optimizing jobs for data locality last week, this week we'll focus on how we can more easily achieve similar optimizations. Can structured data help us? We'll look at Spark SQL and its powerful optimizer which uses structure to apply impressive optimizations. We'll move on to cover DataFrames and Datasets, which give us a way to mix RDDs with the powerful automatic optimizations behind Spark SQL."
18,"Structured data: SQL, Dataframes, and Datasets",4,https://www.coursera.org/learn/scala-spark-big-data?specialization=scala,
19,Project overview,6,https://www.coursera.org/learn/scala-capstone,"Transform temperature data into images, using various interpolation techniques."
20,Raw data display,6,https://www.coursera.org/learn/scala-capstone,Generate images compatible with most Web-based mapping libraries.
21,Interactive visualization,6,https://www.coursera.org/learn/scala-capstone,Get more meaning from your data: compute temperature deviations compared to normals.
22,Data manipulation,6,https://www.coursera.org/learn/scala-capstone,Generate images using bilinear interpolation.
23,Value-added information visualization,6,https://www.coursera.org/learn/scala-capstone,Implement how the user interface will react to users’ actions
24,Interactive user interface,6,https://www.coursera.org/learn/scala-capstone,
25,Week 1,4,https://www.coursera.org/learn/algorithms-divide-conquer,Divide-and-conquer basics; the master method for analyzing divide and conquer algorithms.
26,Week 2,4,https://www.coursera.org/learn/algorithms-divide-conquer,The QuickSort algorithm and its analysis; probability review.
27,Week 3,4,https://www.coursera.org/learn/algorithms-divide-conquer,"Linear-time selection; graphs, cuts, and the contraction algorithm."
28,Week 4,4,https://www.coursera.org/learn/algorithms-divide-conquer,"The Leland Stanford Junior University, commonly referred to as Stanford University or Stanford, is an American private research university located in Stanford, California on an 8,180-acre (3,310 ha) campus near Palo Alto, California, United States."
29,Week 1,4,https://www.coursera.org/learn/algorithms-graphs-data-structures,Dijkstra's shortest-path algorithm.
30,Week 2,4,https://www.coursera.org/learn/algorithms-graphs-data-structures,Heaps; balanced binary search trees.
31,Week 3,4,https://www.coursera.org/learn/algorithms-graphs-data-structures,Hashing; bloom filters.
32,Week 4,4,https://www.coursera.org/learn/algorithms-graphs-data-structures,"The Leland Stanford Junior University, commonly referred to as Stanford University or Stanford, is an American private research university located in Stanford, California on an 8,180-acre (3,310 ha) campus near Palo Alto, California, United States."
33,Week 1,4,https://www.coursera.org/learn/algorithms-greedy,Kruskal's MST algorithm and applications to clustering; advanced union-find (optional). 
34,Week 2,4,https://www.coursera.org/learn/algorithms-greedy,Huffman codes; introduction to dynamic programming.
35,Week 3,4,https://www.coursera.org/learn/algorithms-greedy,"Advanced dynamic programming: the knapsack problem, sequence alignment, and optimal binary search trees."
36,Week 4,4,https://www.coursera.org/learn/algorithms-greedy,"The Leland Stanford Junior University, commonly referred to as Stanford University or Stanford, is an American private research university located in Stanford, California on an 8,180-acre (3,310 ha) campus near Palo Alto, California, United States."
37,Week 1,4,https://www.coursera.org/learn/algorithms-npcomplete,NP-complete problems and exact algorithms for them.
38,Week 2,4,https://www.coursera.org/learn/algorithms-npcomplete,Approximation algorithms for NP-complete problems.
39,Week 3,4,https://www.coursera.org/learn/algorithms-npcomplete,Local search algorithms for NP-complete problems; the wider world of algorithms.
40,Week 4,4,https://www.coursera.org/learn/algorithms-npcomplete,"The Leland Stanford Junior University, commonly referred to as Stanford University or Stanford, is an American private research university located in Stanford, California on an 8,180-acre (3,310 ha) campus near Palo Alto, California, United States."
41,Defining Data Science and What Data Scientists Do,3,https://www.coursera.org/learn/what-is-datascience?specialization=ibm-data-science,"In this module, you will hear from Norman White, the Faculty Director of the Stern Centre for Research Computing at New York University, as he talks about data science and the skills required for anyone interested in pursuing a career in this field. He also advises those looking to start a career in data science. Finally, you will complete reading assignments to learn about the process of mining a given dataset and about regression analysis."
42,Data Science Topics,3,https://www.coursera.org/learn/what-is-datascience?specialization=ibm-data-science,"In this module, you will learn about the approaches companies can take to start working with data science. You will learn about some of the qualities that differentiate data scientists from other professionals. You will also learn about analytics, story-telling, and the pivotal role data scientists play in creating an effective final deliverable. Finally, you will apply what you learned about data science by answering open-ended questions."
43,Data Science in Business,3,https://www.coursera.org/learn/what-is-datascience?specialization=ibm-data-science,"IBM offers a wide range of technology and consulting services; a broad portfolio of middleware for collaboration, predictive analytics, software development and systems management; and the world's most advanced servers and supercomputers. Utilizing its business consulting, technology and R&D expertise, IBM helps clients become ""smarter"" as the planet becomes more digitally interconnected. IBM invests more than $6 billion a year in R&D, just completing its 21st year of patent leadership. IBM Research has received recognition beyond any commercial technology research organization and is home to 5 Nobel Laureates, 9 US National Medals of Technology, 5 US National Medals of Science, 6 Turing Awards, and 10 Inductees in US Inventors Hall of Fame."
44,Introducing Skills Network Labs,6,https://www.coursera.org/learn/open-source-tools-for-data-science?specialization=ibm-data-science,"This week, you will learn about a popular data science tool, Jupyter Notebooks, its features, and why they are so popular among data scientists today."
45,Jupyter Notebooks,6,https://www.coursera.org/learn/open-source-tools-for-data-science?specialization=ibm-data-science,"This week, you will learn about Apache Zeppelin Notebooks, its feature, and how they are different from Jupyter Notebooks."
46,Apache Zeppelin Notebooks,6,https://www.coursera.org/learn/open-source-tools-for-data-science?specialization=ibm-data-science,"This week, you will learn about a popular data science tool used by R programmers. You'll learn about the user interface and how to use its various features."
47,RStudio IDE,6,https://www.coursera.org/learn/open-source-tools-for-data-science?specialization=ibm-data-science,"This week, you will learn about an enterprise-ready data science platform by IBM, called Watson Studio (formerley known as Data Science Experience). You'll learn about some of the features and capabilities of what data scientists use in the industry."
48,IBM Watson Studio,6,https://www.coursera.org/learn/open-source-tools-for-data-science?specialization=ibm-data-science,
49,Project: Create and share a Jupyter Notebook,6,https://www.coursera.org/learn/open-source-tools-for-data-science?specialization=ibm-data-science,"IBM offers a wide range of technology and consulting services; a broad portfolio of middleware for collaboration, predictive analytics, software development and systems management; and the world's most advanced servers and supercomputers. Utilizing its business consulting, technology and R&D expertise, IBM helps clients become ""smarter"" as the planet becomes more digitally interconnected. IBM invests more than $6 billion a year in R&D, just completing its 21st year of patent leadership. IBM Research has received recognition beyond any commercial technology research organization and is home to 5 Nobel Laureates, 9 US National Medals of Technology, 5 US National Medals of Science, 6 Turing Awards, and 10 Inductees in US Inventors Hall of Fame."
50,From Problem to Approach and From Requirements to Collection,3,https://www.coursera.org/learn/data-science-methodology?specialization=ibm-data-science,"In this module, you will learn what it means to understand data, and prepare or clean data. You will also learn about the purpose of data modeling and some characteristics of the modeling process. Finally, through a lab session, you will learn how to complete the Data Understanding and the Data Preparation stages, as well as the Modeling and the Model Evaluation stages pertaining to any data science problem."
51,From Understanding to Preparation and From Modeling to Evaluation,3,https://www.coursera.org/learn/data-science-methodology?specialization=ibm-data-science,"In this module, you will learn about what happens when a model is deployed and why model feedback is important. Also, by completing a peer-reviewed assignment, you will demonstrate your understanding of the data science methodology by applying it to a problem that you define."
52,From Deployment to Feedback,3,https://www.coursera.org/learn/data-science-methodology?specialization=ibm-data-science,"IBM offers a wide range of technology and consulting services; a broad portfolio of middleware for collaboration, predictive analytics, software development and systems management; and the world's most advanced servers and supercomputers. Utilizing its business consulting, technology and R&D expertise, IBM helps clients become ""smarter"" as the planet becomes more digitally interconnected. IBM invests more than $6 billion a year in R&D, just completing its 21st year of patent leadership. IBM Research has received recognition beyond any commercial technology research organization and is home to 5 Nobel Laureates, 9 US National Medals of Technology, 5 US National Medals of Science, 6 Turing Awards, and 10 Inductees in US Inventors Hall of Fame."
53,Python Basics ,5,https://www.coursera.org/learn/python-for-applied-data-science-ai?specialization=ibm-data-science,
54,Python Data Structures ,5,https://www.coursera.org/learn/python-for-applied-data-science-ai?specialization=ibm-data-science,
55,Python Programming Fundamentals ,5,https://www.coursera.org/learn/python-for-applied-data-science-ai?specialization=ibm-data-science,
56,Working with Data in Python ,5,https://www.coursera.org/learn/python-for-applied-data-science-ai?specialization=ibm-data-science,
57,Analyzing US Economic Data and Building a Dashboard ,5,https://www.coursera.org/learn/python-for-applied-data-science-ai?specialization=ibm-data-science,"IBM offers a wide range of technology and consulting services; a broad portfolio of middleware for collaboration, predictive analytics, software development and systems management; and the world's most advanced servers and supercomputers. Utilizing its business consulting, technology and R&D expertise, IBM helps clients become ""smarter"" as the planet becomes more digitally interconnected. IBM invests more than $6 billion a year in R&D, just completing its 21st year of patent leadership. IBM Research has received recognition beyond any commercial technology research organization and is home to 5 Nobel Laureates, 9 US National Medals of Technology, 5 US National Medals of Science, 6 Turing Awards, and 10 Inductees in US Inventors Hall of Fame."
58,INTRODUCCIÓN,5,https://www.coursera.org/learn/impacto-datos-masivos?specialization=big-data-introduccion,"La digitalización, la informática e Internet han producido lo que se puede denominar una revolución en la acumulación y utilización de datos. Actualmente podemos almacenar y conservar más datos que nunca antes en la historia, y podemos estudiarlos y analizarlos para tomar decisiones y mejorar procesos. Esta nueva capacidad tiene un enorme impacto en todos los ámbitos de la vida social. <br><br> En este módulo exploraremos el crecimiento continuo de datos, analizaremos su impacto potencial en muchos campos de la actividad humana, y nos preguntaremos por los retos y desafíos que suponen en todos los órdenes de la vida social. <br><br><i>Visualiza los vídeos, contesta el cuestionario tantas veces como quieras, y accede a los foros para discutir los temas que te parezcan más interesantes.</i>"
59,Módulo 1: Los datos masivos en la vida cotidiana el siglo XXI,5,https://www.coursera.org/learn/impacto-datos-masivos?specialization=big-data-introduccion,"Un modelo de procesamiento de datos incluye las fases de adquisición y registro, extracción, limpieza y metadatado, integración, agregación y representación, análisis y modelización, visualización e interpretación, aplicación y toma de decisiones (puesta en valor). <br><br>En este módulo profundizaremos algo más en el impacto de los datos masivos en la sociedad actual y nos introduciremos en el procesamiento de datos masivos siguiendo una metodología completa, desde el problema de negocio hasta la puesta en valor de la solución analítica.Como siempre, <br><br><i>Como siempre, visualiza los vídeos, contesta el cuestionario tantas veces como quieras, y accede a los foros para discutir los temas que te parezcan más interesantes.</i>"
60,MÓDULO 2: MODELO DE PROCESAMIENTO Y UTILIZACIÓN DE DATOS,5,https://www.coursera.org/learn/impacto-datos-masivos?specialization=big-data-introduccion,"Los datos masivos se utilizan en muchas y diversas áreas de la actividad humana: en ciencia, en educación,  en las actividades productivas,  en el comercio, en la administración pública y empresarial, en la política, en el cuidado de la salud, etc. Todo ello presenta aspectos positivos, pero también  riesgos considerables.<br><br>En este módulo veremos 5 casos de aplicación del Big Data a sectores tan imbricados en la vida cotidiana como el ""retail"", seguros, banca, telecomunicaciones y transportes., para posteriormente conocer las opiniones de tres expertos sobre el impacto de estos grandes volúmenes de datos en los medios de comunicación, en las ciencias sociales, y en la investigación científica.<br><br><i>Al ser un tema tan aplicado, en este módulo hemos incluído 5 temas de discusión en el foro para que compartas tus conocimientos con el resto de compañeros. En justa compensación, hemos preparado un cuestionario más corto. Visualiza los vídeos, completa el cuestionario, y colabora en los temas de discusión que hemos planteado.</i>"
61,MÓDULO 3: ¿PARA QUÉ SE UTILIZAN ESTOS GRANDES CONJUNTOS DE DATOS?,5,https://www.coursera.org/learn/impacto-datos-masivos?specialization=big-data-introduccion,"La cantidad de datos que podemos adquirir y conservar en la actualidad supera con creces las posibilidades de gestión humana y de los ordenadores convencionales. Han surgido pues, nuevas maquinarias y sistemas de procesamiento de datos que evolucionan continuamente. Se requieren, también, nuevas infraestructuras y nuevos sistemas de compartición y distribución.<br><br>En este módulo estudiaremos las principales tecnologías e infraestructuras Big Data, el sistema Hadoop y otros similares, estudiando sus características y prestaciones más relevantes. Estas herramientas se tratarán con más profundidad y se trabajarán en casos prácticos en los cursos siguientes de la Especializanción en Big Data.<br><br><i>Como es habitual, visualiza los vídeos, contesta el cuestionario tantas veces como quieras, y accede a los foros para discutir los temas que te parezcan más interesantes.</i>"
62,MÓDULO 4: TECNOLOGÍAS E INFRAESTRUCTURAS,5,https://www.coursera.org/learn/impacto-datos-masivos?specialization=big-data-introduccion,"The Universitat Autònoma de Barcelona (UAB) is a public university located in the metropolitan area of Barcelona. International in its outlook, it is fully consolidated within its local surroundings, and offers quality education in close association with research activity, the transfer of scientific, technological, cultural and educational knowledge, the promotion of its human potential and the responsible management of available resources. The UAB currently offers 81 degrees, 130 official Master Programmes and 183 UAB-specific Masters Degrees. In addition, it offers 174 lifelong learning programmes and 65 PhD Programmes, 27 of which have been distinguished through Quality Awards. The UAB has a total of over 3,500 teaching and research staff, over 2,000 administrative staff and over 40,000 students."
63,INTRODUCCIÓN,6,https://www.coursera.org/learn/adquisicion-almacenamiento-de-datos?specialization=big-data-introduccion,"A lo largo de estos cursos vamos a trabajar con un conjunto de herramientas contenidas en la máquina virtual Cloudera. En este apartado te explicamos cómo descargar e instalar dicha máquina virtual en tu ordenador. <br><br>La MV-Cloudera requiere disponer de un equipo con las siguientes características: (1)  máquina de 64 bits, (2) mínimo 6G de memoria (recomendable 8G), y (3) 20G disponibles en disco.<br><br> <i><b>Ten en cuenta que bajar e instalar la máquina virtual te llevará tiempo dado el tamaño y complejidad de la misma</i></b>"
64,LA MÁQUINA VIRTUAL,6,https://www.coursera.org/learn/adquisicion-almacenamiento-de-datos?specialization=big-data-introduccion,"En este módulo se van a introducir los conceptos básicos sobre el uso de Apache Hadoop y su utilización para plantear análisis de grandes conjuntos de datos. Se van a presentar las herramientas principales y la arquitectura del sistema.<br><br><i>Visualiza los vídeos, contesta el cuestionario tantas veces como quieras, realiza el ejercicio práctico sobre Hadoop y HDFS, y accede a los foros para discutir los temas que te parezcan más interesantes.</i>"
65,MÓDULO 1 - Introducción al ecosistema Apache Hadoop,6,https://www.coursera.org/learn/adquisicion-almacenamiento-de-datos?specialization=big-data-introduccion,"En este módulo se introducen conceptos básicos sobre la naturaleza de los datos a tratar y de qué forma los sistemas NoSQL se diferencian de las bases de datos relacionales. Se presenta el teorema CAP y se muestra su importancia en el contexto de los sistemas distribuidos. Finalmente, se muestran una serie de sistemas junto con su uso en la industria actual. <br><br><i>Visualiza los vídeos, contesta el cuestionario tantas veces como quieras, y accede a los foros para discutir los temas que te parezcan más interesantes.</i>"
66,"MÓDULO 2 - Tecnologías SQL y NoSQL. Consistencia, fiabilidad y escalabilidad",6,https://www.coursera.org/learn/adquisicion-almacenamiento-de-datos?specialization=big-data-introduccion,"En este módulo se presentan los desafíos que hay que resolver a la hora de incorporar datos a los sistemas NoSQL  y una breve introducción a las herramientas asociadas al ecosistema Hadoop más importantes. <br><br><i>Visualiza los vídeos, contesta el cuestionario tantas veces como quieras, realiza el ejercicio práctico sobre Apache Scoop,  y accede a los foros para discutir los temas que te parezcan más interesantes.</i>"
67,MÓDULO 3 - Adquisición de datos,6,https://www.coursera.org/learn/adquisicion-almacenamiento-de-datos?specialization=big-data-introduccion,"En este módulo se presenta el análisis industrial de grandes volúmenes de datos y se introducen una serie de herramientas y sistemas de segunda generación dedicados a resolver necesidades específicas de la industria.<br><br><i>Visualiza los vídeos, contesta el cuestionario tantas veces como quieras, realiza los ejercicios prácticos sobre Apache Hive y Sparck, y accede a los foros para discutir los temas que te parezcan más interesantes.</i>"
68,MÓDULO 4 - Herramientas para el análisis de datos industrial,6,https://www.coursera.org/learn/adquisicion-almacenamiento-de-datos?specialization=big-data-introduccion,"The Universitat Autònoma de Barcelona (UAB) is a public university located in the metropolitan area of Barcelona. International in its outlook, it is fully consolidated within its local surroundings, and offers quality education in close association with research activity, the transfer of scientific, technological, cultural and educational knowledge, the promotion of its human potential and the responsible management of available resources. The UAB currently offers 81 degrees, 130 official Master Programmes and 183 UAB-specific Masters Degrees. In addition, it offers 174 lifelong learning programmes and 65 PhD Programmes, 27 of which have been distinguished through Quality Awards. The UAB has a total of over 3,500 teaching and research staff, over 2,000 administrative staff and over 40,000 students."
69,INTRODUCCIÓN,7,https://www.coursera.org/learn/big-data-procesamiento-analisis?specialization=big-data-introduccion,"<b>ATENCIÓN: Si ya te instalaste la máquina virtual en el curso anterior de la Especialización no es necesario que vuelvas a hacerlo. En caso contrario, sigue leyendo.</b><br><br>Los ejercicios y sesiones prácticas pretenden mostrar un caso práctico de procesamiento y análisis de datos en el contexto de Big Data. En este sentido, será necesario trabajar con una máquina virtual que ya trae configuradas e instaladas una serie de componentes habituales al manejar Big Data. En este apartado te explicamos cómo descargar e instalar la máquina virtual Cloudera en tu ordenador. La MV-Cloudera requiere disponer de un equipo con las siguientes características: (1) máquina de 64 bits, (2) mínimo 6G de memoria (recomendable 8G), y (3) 20G disponibles en disco.<br><br> <i><b>Ten en cuenta que bajar e instalar la máquina virtual te llevará tiempo dado el tamaño y complejidad de la misma</i></b>"
70,LA MÁQUINA VIRTUAL,7,https://www.coursera.org/learn/big-data-procesamiento-analisis?specialization=big-data-introduccion,"Para poder seguir la parte aplicada del curso, responder a los cuestionarios y trabajar con las herramientas que te explicamos, necesitarás acceder a una serie de ficheros de código, así como las bases de datos de trabajo, que hemos recopilado y comprimido. Verás que algunos vídeos llevan un código entre paréntesis que coincide con el nombre de alguno de estos ficheros. Esto significa que en el vídeo correspondiente se trabaja con dicho fichero. <br><br>A continuación te explicamos como incorporarlos en la máquina virtual."
71,MATERIAL DE PRÁCTICAS Y FICHEROS DE TRABAJO,7,https://www.coursera.org/learn/big-data-procesamiento-analisis?specialization=big-data-introduccion,"Durante la primera semana del curso se introducen el curso y las herramientas que se emplearán. Además también se presentan las tareas relacionadas con el Análisis Exploratorio de Datos. Cada pocos temas tratados en los vídeos encontrarás un pequeño custionario de 5 preguntas. <br><br><i>Visualiza los vídeos, contesta los cuestionarios tantas veces como quieras, y accede a los foros para discutir los temas que te parezcan más interesantes.</i>"
72,MÓDULO 1 - Análisis Exploratorio de Datos,7,https://www.coursera.org/learn/big-data-procesamiento-analisis?specialization=big-data-introduccion,"En el módulo 2 del curso se introducen conceptos de modelización generales (calibración y validación) y en particular los modelos de regresión lineal y regresión logística. Desde la perspectiva de Big Data, se incluyen aspectos relacionados con la regularización de los modelos para su simplificación. <br><br><i>Como en el módulo anterior, visualiza los vídeos, contesta los cuestionarios tantas veces como quieras, y accede a los foros para discutir los temas que te parezcan más interesantes.</i>"
73,MÓDULO 2 - MODELOS DE REGRESIÓN,7,https://www.coursera.org/learn/big-data-procesamiento-analisis?specialization=big-data-introduccion,"En el módulo 3 del curso se introduce la família de modelos basada en árboles (clasificación, regresión, bosques) y aspectos generales sobre la incertidumbre y el sobreajuste. Después de cada tema, o de unos pocos temas, encontrarás un cuestionario para comprobar tu nivel de comprensión de los mismos.<br><br><i>Visualiza los vídeos, contesta los cuestionarios tantas veces como quieras, y accede a los foros para discutir los temas que te parezcan más interesantes.</i>"
74,MÓDULO 3 - ÁRBOLES DE REGRESIÓN Y CLASIFICACIÓN,7,https://www.coursera.org/learn/big-data-procesamiento-analisis?specialization=big-data-introduccion,"En el módulo 4 del curso se introduce la família de modelos basada en redes neuronales así como se introducen las técnicas básicas no supervisadas, tanto de clasificación automática como de reducción de la dimensionalidad. En este módulo, además de los cuestionarios convencionales, tendrás que realizar un trabajo práctico en el que trabajarás las técnicas aprendidas hasta el momento.<br><br><i>Visualiza los vídeos, contesta los cuestionarios tantas veces como quieras, realiza el ejercicios práctico, y accede a los foros para discutir los temas que te parezcan más interesantes.</i>"
75,MÓDULO 4 - REDES NEURONALES Y TÉCNICAS NO SUPERVISADAS,7,https://www.coursera.org/learn/big-data-procesamiento-analisis?specialization=big-data-introduccion,"The Universitat Autònoma de Barcelona (UAB) is a public university located in the metropolitan area of Barcelona. International in its outlook, it is fully consolidated within its local surroundings, and offers quality education in close association with research activity, the transfer of scientific, technological, cultural and educational knowledge, the promotion of its human potential and the responsible management of available resources. The UAB currently offers 81 degrees, 130 official Master Programmes and 183 UAB-specific Masters Degrees. In addition, it offers 174 lifelong learning programmes and 65 PhD Programmes, 27 of which have been distinguished through Quality Awards. The UAB has a total of over 3,500 teaching and research staff, over 2,000 administrative staff and over 40,000 students."
76,INTRODUCCIÓN,5,https://www.coursera.org/learn/big-data-visualizacion-datos?specialization=big-data-introduccion,"En este módulo fijamos las bases para entender por qué es importante la visualización de datos en la actualidad. Hablaremos de la Sociedad de la Información y de cómo el diseño forma parte emergente de esta sociedad. Analizaremos y describiremos los fundamentos del diseño gráfico. También  repasaremos históricamente la evolución de las visualizaciones de datos más relevantes. Finalmente, propondremos una clasificación de infografias y visualizaciones de datos.<i>Visualiza los vídeos, contesta el cuestionario tantas veces como quieras, y accede a los foros para discutir los temas que te parezcan más interesantes.</i> "
77,MÓDULO 1: Contexto para la Visualización de Datos hoy,5,https://www.coursera.org/learn/big-data-visualizacion-datos?specialization=big-data-introduccion,"En este módulo exploraremos herramientas de análisis  y visualización de datos de tipología diversa: explorativa como R o D3, o otras  de marcado carácter explicativo/ narrativo.<i>Visualiza los vídeos, contesta el cuestionario tantas veces como quieras, y accede a los foros para discutir los temas que te parezcan más interesantes.</i>"
78,MÓDULO 2: Herramientas de análisis y visualización de datos,5,https://www.coursera.org/learn/big-data-visualizacion-datos?specialization=big-data-introduccion,"En este módulo se revisará el proceso de creación de una visualización de datos. El proceso que se sigue es (1) formular el problema de negocio, (2) instalar el programa, (3) cargar y preparar los datos y (4) crear diferentes visualizaciones (gráficos, cuadro de mandos e historias de datos) que permiten alcanzar niveles de conocimiento. A lo largo del módulo se trabajará con un conjunto de datos reales y la herramienta Tableau Public que involucra múltiples principios de visualización y está orientada al usuario final.<i>Visualiza los vídeos, accede a los foros para discutir los temas que te parezcan más interesantes y realiza la actividad que será evaluada por tus colegas.</i>"
79,MÓDULO 3: El Proceso de Creación de una Visualización de Datos,5,https://www.coursera.org/learn/big-data-visualizacion-datos?specialization=big-data-introduccion,"En este bloque se presentarán diferentes conceptos y técnicas del ámbito de la visualización para grandes volúmenes de datos, así como ejemplos específicos para la visualización de mapas y estructuras. También se describirán los aspectos clave del uso de visualizaciones como interfaz a los datos y los posibles problemas derivados del uso de visualizaciones, presentando buenas y malas prácticas así como los principales elementos a tener en cuenta.<i>Visualiza los vídeos, contesta el cuestionario tantas veces como quieras, y accede a los foros para discutir los temas que te parezcan más interesantes.</i>"
80,MÓDULO 4: Otros aspectos de la visualización de datos,5,https://www.coursera.org/learn/big-data-visualizacion-datos?specialization=big-data-introduccion,"The Universitat Autònoma de Barcelona (UAB) is a public university located in the metropolitan area of Barcelona. International in its outlook, it is fully consolidated within its local surroundings, and offers quality education in close association with research activity, the transfer of scientific, technological, cultural and educational knowledge, the promotion of its human potential and the responsible management of available resources. The UAB currently offers 81 degrees, 130 official Master Programmes and 183 UAB-specific Masters Degrees. In addition, it offers 174 lifelong learning programmes and 65 PhD Programmes, 27 of which have been distinguished through Quality Awards. The UAB has a total of over 3,500 teaching and research staff, over 2,000 administrative staff and over 40,000 students."
81,Welcome to the Course! ,5,https://www.coursera.org/learn/fundamentals-of-reinforcement-learning,"When you’re presented with a problem in industry, the first and most important step is to translate that problem into a Markov Decision Process (MDP). The quality of your solution depends heavily on how well you do this translation. This week, you will learn the definition of MDPs, you will understand goal-directed behavior and how this can be obtained from maximizing scalar rewards, and you will also understand the difference between episodic and continuing tasks. For this week’s graded assessment, you will create three example tasks of your own that fit into the MDP framework. "
82,The K-Armed Bandit Problem,5,https://www.coursera.org/learn/fundamentals-of-reinforcement-learning,"Once the problem is formulated as an MDP, finding the optimal policy is more efficient when using value functions. This week, you will learn the definition of policies and value functions, as well as Bellman equations, which is the key technology that all of our algorithms will use. "
83,Markov Decision Processes,5,https://www.coursera.org/learn/fundamentals-of-reinforcement-learning,"This week, you will learn how to compute value functions and optimal policies, assuming you have the MDP model. You will implement dynamic programming to compute value functions and optimal policies and understand the utility of dynamic programming for industrial applications and problems. Further, you will learn about Generalized Policy Iteration as a common template for constructing algorithms that maximize reward. For this week’s graded assessment, you will implement an efficient dynamic programming agent in a simulated industrial control problem."
84,Value Functions & Bellman Equations ,5,https://www.coursera.org/learn/fundamentals-of-reinforcement-learning,"UAlberta is considered among the world’s leading public research- and teaching-intensive universities. As one of Canada’s top universities, we’re known for excellence across the humanities, sciences, creative arts, business, engineering and health sciences."
85,Dynamic Programming,5,https://www.coursera.org/learn/fundamentals-of-reinforcement-learning,The Alberta Machine Intelligence Institute (Amii) is home to some of the world’s top talent in machine intelligence. We’re an Alberta-based research institute that pushes the bounds of academic knowledge and guides business understanding of artificial intelligence and machine learning.
