,Course Names,Course Length,Course Descriptions,Chapter Names,Chapter Links
10,IBM Data Science Professional Certificate,4,"Data Science has been ranked as one of the hottest professions and the demand for data practitioners is booming. This Professional Certificate from IBM is intended for anyone interested in developing skills and experience to pursue a career in Data Science or Machine Learning.

This program consists of 9 courses providing you with latest job-ready skills and techniques covering a wide array of data science topics including: open source tools and libraries, methodologies, Python, databases, SQL, data visualization, data analysis, and machine learning. You will practice hands-on in the IBM Cloud using real data science tools and real-world data sets.

It is a myth that to become a data scientist you need a Ph.D. This Professional Certificate is suitable for anyone who has some computer skills and a passion for self-learning. No prior computer science or programming knowledge is necessary. We start small, re-enforce applied learning, and build up to more complex topics.

Upon successfully completing these courses you will have done several hands-on assignments and built a portfolio of data science projects to provide you with the confidence to plunge into an exciting profession in Data Science. In addition to earning a Professional Certificate from Coursera, you will also receive a digital Badge from IBM recognizing your proficiency in Data Science.

LIMITED TIME OFFER: Subscription is only $39 USD per month for access to graded materials and a certificate.",Open Source tools for Data Science,https://www.coursera.org/learn/open-source-tools-for-data-science?specialization=ibm-data-science
11,IBM Data Science Professional Certificate,4,"Data Science has been ranked as one of the hottest professions and the demand for data practitioners is booming. This Professional Certificate from IBM is intended for anyone interested in developing skills and experience to pursue a career in Data Science or Machine Learning.

This program consists of 9 courses providing you with latest job-ready skills and techniques covering a wide array of data science topics including: open source tools and libraries, methodologies, Python, databases, SQL, data visualization, data analysis, and machine learning. You will practice hands-on in the IBM Cloud using real data science tools and real-world data sets.

It is a myth that to become a data scientist you need a Ph.D. This Professional Certificate is suitable for anyone who has some computer skills and a passion for self-learning. No prior computer science or programming knowledge is necessary. We start small, re-enforce applied learning, and build up to more complex topics.

Upon successfully completing these courses you will have done several hands-on assignments and built a portfolio of data science projects to provide you with the confidence to plunge into an exciting profession in Data Science. In addition to earning a Professional Certificate from Coursera, you will also receive a digital Badge from IBM recognizing your proficiency in Data Science.

LIMITED TIME OFFER: Subscription is only $39 USD per month for access to graded materials and a certificate.",Data Science Methodology,https://www.coursera.org/learn/data-science-methodology?specialization=ibm-data-science
12,IBM Data Science Professional Certificate,4,"Data Science has been ranked as one of the hottest professions and the demand for data practitioners is booming. This Professional Certificate from IBM is intended for anyone interested in developing skills and experience to pursue a career in Data Science or Machine Learning.

This program consists of 9 courses providing you with latest job-ready skills and techniques covering a wide array of data science topics including: open source tools and libraries, methodologies, Python, databases, SQL, data visualization, data analysis, and machine learning. You will practice hands-on in the IBM Cloud using real data science tools and real-world data sets.

It is a myth that to become a data scientist you need a Ph.D. This Professional Certificate is suitable for anyone who has some computer skills and a passion for self-learning. No prior computer science or programming knowledge is necessary. We start small, re-enforce applied learning, and build up to more complex topics.

Upon successfully completing these courses you will have done several hands-on assignments and built a portfolio of data science projects to provide you with the confidence to plunge into an exciting profession in Data Science. In addition to earning a Professional Certificate from Coursera, you will also receive a digital Badge from IBM recognizing your proficiency in Data Science.

LIMITED TIME OFFER: Subscription is only $39 USD per month for access to graded materials and a certificate.",Python for Data Science and AI,https://www.coursera.org/learn/python-for-applied-data-science-ai?specialization=ibm-data-science
13,Big Data â IntroducciÃ³n al uso prÃ¡ctico de datos masivos  Specialization,4,"Este programa estÃ¡ pensado como una entrada al mundo de los datos masivos y su tratamiento. El primer curso tiene como objetivo mostrar al estudiante el impacto del Big Data en la sociedad actual, tanto en el mundo de los negocios como en el de la polÃ­tica y administraciones pÃºblicas, los medios de comunicaciÃ³n y/o la investigaciÃ³n cientÃ­fica. A lo largo de los cursos 2, 3 y 4 se estudian la identificaciÃ³n, captura, pre-procesamiento, anÃ¡lisis y visualizaciÃ³n de datos, desde un punto de vista âusuarioâ, y con una orientaciÃ³n prÃ¡ctica. Finalmente, el Capstone Project permite al estudiante aplicar los conocimientos adquiridos a un caso prÃ¡ctico del campo de la astronomÃ­a.Al finalizar los cursos de esta especializaciÃ³n el estudiante serÃ¡ capaz de:

1. Entender el impacto del tratamiento de datos masivos en la sociedad actual.

2. Entender y explicar la procedencia y caracterÃ­sticas de los datos masivos.

3. Adquirir, preparar, almacenar, analizar, visualizar y manejar grandes conjuntos de datos.

4. Extraer informaciÃ³n de los datos.

5. Trabajar dentro del ecosistema Hadoop.

6. Contestar a una pregunta bien formulada en funciÃ³n de la informaciÃ³n disponible.

Contamos con un conjunto maravilloso de profesores, con una gran experiencia en el tema, provenientes tanto de la universidad como de la empresa.

NecesitarÃ¡s una computadora de 64bits que permita virtualizacion, con un mÃ­nimo de 6G de RAM (8G recomendable) y 20G disponibles en disco.",Big Data: el impacto de los datos masivos en la sociedad actual,https://www.coursera.org/learn/impacto-datos-masivos?specialization=big-data-introduccion
14,Big Data â IntroducciÃ³n al uso prÃ¡ctico de datos masivos  Specialization,4,"Este programa estÃ¡ pensado como una entrada al mundo de los datos masivos y su tratamiento. El primer curso tiene como objetivo mostrar al estudiante el impacto del Big Data en la sociedad actual, tanto en el mundo de los negocios como en el de la polÃ­tica y administraciones pÃºblicas, los medios de comunicaciÃ³n y/o la investigaciÃ³n cientÃ­fica. A lo largo de los cursos 2, 3 y 4 se estudian la identificaciÃ³n, captura, pre-procesamiento, anÃ¡lisis y visualizaciÃ³n de datos, desde un punto de vista âusuarioâ, y con una orientaciÃ³n prÃ¡ctica. Finalmente, el Capstone Project permite al estudiante aplicar los conocimientos adquiridos a un caso prÃ¡ctico del campo de la astronomÃ­a.Al finalizar los cursos de esta especializaciÃ³n el estudiante serÃ¡ capaz de:

1. Entender el impacto del tratamiento de datos masivos en la sociedad actual.

2. Entender y explicar la procedencia y caracterÃ­sticas de los datos masivos.

3. Adquirir, preparar, almacenar, analizar, visualizar y manejar grandes conjuntos de datos.

4. Extraer informaciÃ³n de los datos.

5. Trabajar dentro del ecosistema Hadoop.

6. Contestar a una pregunta bien formulada en funciÃ³n de la informaciÃ³n disponible.

Contamos con un conjunto maravilloso de profesores, con una gran experiencia en el tema, provenientes tanto de la universidad como de la empresa.

NecesitarÃ¡s una computadora de 64bits que permita virtualizacion, con un mÃ­nimo de 6G de RAM (8G recomendable) y 20G disponibles en disco.",Big Data: adquisición y almacenamiento de datos,https://www.coursera.org/learn/adquisicion-almacenamiento-de-datos?specialization=big-data-introduccion
15,Big Data â IntroducciÃ³n al uso prÃ¡ctico de datos masivos  Specialization,4,"Este programa estÃ¡ pensado como una entrada al mundo de los datos masivos y su tratamiento. El primer curso tiene como objetivo mostrar al estudiante el impacto del Big Data en la sociedad actual, tanto en el mundo de los negocios como en el de la polÃ­tica y administraciones pÃºblicas, los medios de comunicaciÃ³n y/o la investigaciÃ³n cientÃ­fica. A lo largo de los cursos 2, 3 y 4 se estudian la identificaciÃ³n, captura, pre-procesamiento, anÃ¡lisis y visualizaciÃ³n de datos, desde un punto de vista âusuarioâ, y con una orientaciÃ³n prÃ¡ctica. Finalmente, el Capstone Project permite al estudiante aplicar los conocimientos adquiridos a un caso prÃ¡ctico del campo de la astronomÃ­a.Al finalizar los cursos de esta especializaciÃ³n el estudiante serÃ¡ capaz de:

1. Entender el impacto del tratamiento de datos masivos en la sociedad actual.

2. Entender y explicar la procedencia y caracterÃ­sticas de los datos masivos.

3. Adquirir, preparar, almacenar, analizar, visualizar y manejar grandes conjuntos de datos.

4. Extraer informaciÃ³n de los datos.

5. Trabajar dentro del ecosistema Hadoop.

6. Contestar a una pregunta bien formulada en funciÃ³n de la informaciÃ³n disponible.

Contamos con un conjunto maravilloso de profesores, con una gran experiencia en el tema, provenientes tanto de la universidad como de la empresa.

NecesitarÃ¡s una computadora de 64bits que permita virtualizacion, con un mÃ­nimo de 6G de RAM (8G recomendable) y 20G disponibles en disco.",Big Data: procesamiento y análisis,https://www.coursera.org/learn/big-data-procesamiento-analisis?specialization=big-data-introduccion
16,Big Data â IntroducciÃ³n al uso prÃ¡ctico de datos masivos  Specialization,4,"Este programa estÃ¡ pensado como una entrada al mundo de los datos masivos y su tratamiento. El primer curso tiene como objetivo mostrar al estudiante el impacto del Big Data en la sociedad actual, tanto en el mundo de los negocios como en el de la polÃ­tica y administraciones pÃºblicas, los medios de comunicaciÃ³n y/o la investigaciÃ³n cientÃ­fica. A lo largo de los cursos 2, 3 y 4 se estudian la identificaciÃ³n, captura, pre-procesamiento, anÃ¡lisis y visualizaciÃ³n de datos, desde un punto de vista âusuarioâ, y con una orientaciÃ³n prÃ¡ctica. Finalmente, el Capstone Project permite al estudiante aplicar los conocimientos adquiridos a un caso prÃ¡ctico del campo de la astronomÃ­a.Al finalizar los cursos de esta especializaciÃ³n el estudiante serÃ¡ capaz de:

1. Entender el impacto del tratamiento de datos masivos en la sociedad actual.

2. Entender y explicar la procedencia y caracterÃ­sticas de los datos masivos.

3. Adquirir, preparar, almacenar, analizar, visualizar y manejar grandes conjuntos de datos.

4. Extraer informaciÃ³n de los datos.

5. Trabajar dentro del ecosistema Hadoop.

6. Contestar a una pregunta bien formulada en funciÃ³n de la informaciÃ³n disponible.

Contamos con un conjunto maravilloso de profesores, con una gran experiencia en el tema, provenientes tanto de la universidad como de la empresa.

NecesitarÃ¡s una computadora de 64bits que permita virtualizacion, con un mÃ­nimo de 6G de RAM (8G recomendable) y 20G disponibles en disco.",Big Data: visualización de datos,https://www.coursera.org/learn/big-data-visualizacion-datos?specialization=big-data-introduccion
17,Reinforcement Learning Specialization,4,"The Reinforcement Learning Specialization consists of 4 courses exploring the power of adaptive learning systems and artificial intelligence (AI).Harnessing the full potential of artificial intelligence requires adaptive learning systems. Learn how Reinforcement Learning (RL) solutions help solve real-world problems through trial-and-error interaction by implementing a complete RL solution from beginning to end.

By the end of this Specialization, learners will understand the foundations of much of modern probabilistic artificial intelligence (AI) and be prepared to take more advanced courses or to apply AI tools and ideas to real-world problems. This content will focus on âsmall-scaleâ problems in order to understand the foundations of Reinforcement Learning, as taught by world-renowned experts at the University of Alberta, Faculty of Science.

The tools learned in this Specialization can be applied to game development (AI), customer interaction (how a website interacts with customers), smart assistants, recommender systems, supply chain, industrial control, finance, oil & gas pipelines, industrial control systems, and more.",Fundamentals of Reinforcement Learning,https://www.coursera.org/learn/fundamentals-of-reinforcement-learning
18,Reinforcement Learning Specialization,4,"The Reinforcement Learning Specialization consists of 4 courses exploring the power of adaptive learning systems and artificial intelligence (AI).Harnessing the full potential of artificial intelligence requires adaptive learning systems. Learn how Reinforcement Learning (RL) solutions help solve real-world problems through trial-and-error interaction by implementing a complete RL solution from beginning to end.

By the end of this Specialization, learners will understand the foundations of much of modern probabilistic artificial intelligence (AI) and be prepared to take more advanced courses or to apply AI tools and ideas to real-world problems. This content will focus on âsmall-scaleâ problems in order to understand the foundations of Reinforcement Learning, as taught by world-renowned experts at the University of Alberta, Faculty of Science.

The tools learned in this Specialization can be applied to game development (AI), customer interaction (how a website interacts with customers), smart assistants, recommender systems, supply chain, industrial control, finance, oil & gas pipelines, industrial control systems, and more.",Sample-based Learning Methods,https://www.coursera.org/learn/sample-based-learning-methods
19,Reinforcement Learning Specialization,4,"The Reinforcement Learning Specialization consists of 4 courses exploring the power of adaptive learning systems and artificial intelligence (AI).Harnessing the full potential of artificial intelligence requires adaptive learning systems. Learn how Reinforcement Learning (RL) solutions help solve real-world problems through trial-and-error interaction by implementing a complete RL solution from beginning to end.

By the end of this Specialization, learners will understand the foundations of much of modern probabilistic artificial intelligence (AI) and be prepared to take more advanced courses or to apply AI tools and ideas to real-world problems. This content will focus on âsmall-scaleâ problems in order to understand the foundations of Reinforcement Learning, as taught by world-renowned experts at the University of Alberta, Faculty of Science.

The tools learned in this Specialization can be applied to game development (AI), customer interaction (how a website interacts with customers), smart assistants, recommender systems, supply chain, industrial control, finance, oil & gas pipelines, industrial control systems, and more.",Prediction and Control with Function Approximation,https://www.coursera.org/learn/prediction-control-function-approximation
20,Reinforcement Learning Specialization,4,"The Reinforcement Learning Specialization consists of 4 courses exploring the power of adaptive learning systems and artificial intelligence (AI).Harnessing the full potential of artificial intelligence requires adaptive learning systems. Learn how Reinforcement Learning (RL) solutions help solve real-world problems through trial-and-error interaction by implementing a complete RL solution from beginning to end.

By the end of this Specialization, learners will understand the foundations of much of modern probabilistic artificial intelligence (AI) and be prepared to take more advanced courses or to apply AI tools and ideas to real-world problems. This content will focus on âsmall-scaleâ problems in order to understand the foundations of Reinforcement Learning, as taught by world-renowned experts at the University of Alberta, Faculty of Science.

The tools learned in this Specialization can be applied to game development (AI), customer interaction (how a website interacts with customers), smart assistants, recommender systems, supply chain, industrial control, finance, oil & gas pipelines, industrial control systems, and more.",A Complete Reinforcement Learning System (Capstone),https://www.coursera.org/learn/complete-reinforcement-learning-system
21,Mathematics for Machine Learning Specialization,3,"For a lot of higher level courses in Machine Learning and Data Science, you find you need to freshen up on the basics in mathematics - stuff you may have studied before in school or university, but which was taught in another context, or not very intuitively, such that you struggle to relate it to how itâs used in Computer Science. This specialization aims to bridge that gap, getting you up to speed in the underlying mathematics, building an intuitive understanding, and relating it to Machine Learning and Data Science.In the first course on Linear Algebra we look at what linear algebra is and how it relates to data. Then we look through what vectors and matrices are and how to work with them.

The second course, Multivariate Calculus, builds on this to look at how to optimize fitting functions to get good fits to data. It starts from introductory calculus and then uses the matrices and vectors from the first course to look at data fitting.

The third course, Dimensionality Reduction with Principal Component Analysis, uses the mathematics from the first two courses to compress high-dimensional data. This course is of intermediate difficulty and will require Python and numpy knowledge.

At the end of this specialization you will have gained the prerequisite mathematical knowledge to continue your journey and take more advanced courses in machine learning.",Mathematics for Machine Learning: Linear Algebra,https://www.coursera.org/learn/linear-algebra-machine-learning
22,Mathematics for Machine Learning Specialization,3,"For a lot of higher level courses in Machine Learning and Data Science, you find you need to freshen up on the basics in mathematics - stuff you may have studied before in school or university, but which was taught in another context, or not very intuitively, such that you struggle to relate it to how itâs used in Computer Science. This specialization aims to bridge that gap, getting you up to speed in the underlying mathematics, building an intuitive understanding, and relating it to Machine Learning and Data Science.In the first course on Linear Algebra we look at what linear algebra is and how it relates to data. Then we look through what vectors and matrices are and how to work with them.

The second course, Multivariate Calculus, builds on this to look at how to optimize fitting functions to get good fits to data. It starts from introductory calculus and then uses the matrices and vectors from the first course to look at data fitting.

The third course, Dimensionality Reduction with Principal Component Analysis, uses the mathematics from the first two courses to compress high-dimensional data. This course is of intermediate difficulty and will require Python and numpy knowledge.

At the end of this specialization you will have gained the prerequisite mathematical knowledge to continue your journey and take more advanced courses in machine learning.",Mathematics for Machine Learning: Multivariate Calculus,https://www.coursera.org/learn/multivariate-calculus-machine-learning
23,Mathematics for Machine Learning Specialization,3,"For a lot of higher level courses in Machine Learning and Data Science, you find you need to freshen up on the basics in mathematics - stuff you may have studied before in school or university, but which was taught in another context, or not very intuitively, such that you struggle to relate it to how itâs used in Computer Science. This specialization aims to bridge that gap, getting you up to speed in the underlying mathematics, building an intuitive understanding, and relating it to Machine Learning and Data Science.In the first course on Linear Algebra we look at what linear algebra is and how it relates to data. Then we look through what vectors and matrices are and how to work with them.

The second course, Multivariate Calculus, builds on this to look at how to optimize fitting functions to get good fits to data. It starts from introductory calculus and then uses the matrices and vectors from the first course to look at data fitting.

The third course, Dimensionality Reduction with Principal Component Analysis, uses the mathematics from the first two courses to compress high-dimensional data. This course is of intermediate difficulty and will require Python and numpy knowledge.

At the end of this specialization you will have gained the prerequisite mathematical knowledge to continue your journey and take more advanced courses in machine learning.",Mathematics for Machine Learning: PCA,https://www.coursera.org/learn/pca-machine-learning
24,Machine Learning Specialization,4,"This Specialization from leading researchers at the University of Washington introduces you to the exciting, high-demand field of Machine Learning. Through a series of practical case studies, you will gain applied experience in major areas of Machine Learning including Prediction, Classification, Clustering, and Information Retrieval. You will learn to analyze large and complex datasets, create systems that adapt and improve over time, and build intelligent applications that can make predictions from data.",Machine Learning Foundations: A Case Study Approach,https://www.coursera.org/learn/ml-foundations
25,Machine Learning Specialization,4,"This Specialization from leading researchers at the University of Washington introduces you to the exciting, high-demand field of Machine Learning. Through a series of practical case studies, you will gain applied experience in major areas of Machine Learning including Prediction, Classification, Clustering, and Information Retrieval. You will learn to analyze large and complex datasets, create systems that adapt and improve over time, and build intelligent applications that can make predictions from data.",Machine Learning: Regression,https://www.coursera.org/learn/ml-regression
26,Machine Learning Specialization,4,"This Specialization from leading researchers at the University of Washington introduces you to the exciting, high-demand field of Machine Learning. Through a series of practical case studies, you will gain applied experience in major areas of Machine Learning including Prediction, Classification, Clustering, and Information Retrieval. You will learn to analyze large and complex datasets, create systems that adapt and improve over time, and build intelligent applications that can make predictions from data.",Machine Learning: Classification,https://www.coursera.org/learn/ml-classification
27,Machine Learning Specialization,4,"This Specialization from leading researchers at the University of Washington introduces you to the exciting, high-demand field of Machine Learning. Through a series of practical case studies, you will gain applied experience in major areas of Machine Learning including Prediction, Classification, Clustering, and Information Retrieval. You will learn to analyze large and complex datasets, create systems that adapt and improve over time, and build intelligent applications that can make predictions from data.",Machine Learning: Clustering & Retrieval,https://www.coursera.org/learn/ml-clustering-and-retrieval
28,Machine Learning with TensorFlow on Google Cloud Platform en EspaÃ±ol Specialization,4,"Â¿QuÃ© es el aprendizaje automÃ¡tico? Â¿QuÃ© tipos de problemas puede solucionar? Â¿CuÃ¡les son las cinco fases para convertir un posible caso prÃ¡ctico en un recurso que pueda aprovechar la tecnologÃ­a de aprendizaje automÃ¡tico? Â¿Por quÃ© es importante no saltarse fases? Â¿Por quÃ© las redes neuronales son tan populares? Â¿CÃ³mo plantear un problema de aprendizaje supervisado y encontrar una buena soluciÃ³n generalizable mediante un descenso de gradientes y una forma meditada de crear conjuntos de datos? Aprenda a escribir modelos de aprendizaje automÃ¡tico distribuido que escalen en Tensorflow y que brinden predicciones de alto rendimiento. Convierta los datos sin procesar en funciones de una forma que permita al AA aprender caracterÃ­sticas importantes de los datos y aportar una percepciÃ³n humana para abordar los problemas. Por Ãºltimo, aprenda a incorporar la combinaciÃ³n adecuada de parÃ¡metros que desarrolle modelos generalizados y exactos, y conozca la teorÃ­a para solucionar determinados tipos de problemas de AA. ExperimentarÃ¡ con el AA de extremo a extremo, a partir de la construcciÃ³n de una estrategia centrada en el AA y el avance hacia el entrenamiento, optimizaciÃ³n y producciÃ³n de modelos con labs prÃ¡cticos mediante Google Cloud Platform.>>> Al inscribirse en esta especializaciÃ³n acepta los TÃ©rminos de Servicio de Qwiklabs segÃºn lo establecido en las Preguntas Frecuentes, disponibles en el apartado: https://qwiklabs.com/terms_of_service <<<",How Google does Machine Learning en Español,https://www.coursera.org/learn/google-machine-learning-es?specialization=machine-learning-tensorflow-gcp-es
29,Machine Learning with TensorFlow on Google Cloud Platform en EspaÃ±ol Specialization,4,"Â¿QuÃ© es el aprendizaje automÃ¡tico? Â¿QuÃ© tipos de problemas puede solucionar? Â¿CuÃ¡les son las cinco fases para convertir un posible caso prÃ¡ctico en un recurso que pueda aprovechar la tecnologÃ­a de aprendizaje automÃ¡tico? Â¿Por quÃ© es importante no saltarse fases? Â¿Por quÃ© las redes neuronales son tan populares? Â¿CÃ³mo plantear un problema de aprendizaje supervisado y encontrar una buena soluciÃ³n generalizable mediante un descenso de gradientes y una forma meditada de crear conjuntos de datos? Aprenda a escribir modelos de aprendizaje automÃ¡tico distribuido que escalen en Tensorflow y que brinden predicciones de alto rendimiento. Convierta los datos sin procesar en funciones de una forma que permita al AA aprender caracterÃ­sticas importantes de los datos y aportar una percepciÃ³n humana para abordar los problemas. Por Ãºltimo, aprenda a incorporar la combinaciÃ³n adecuada de parÃ¡metros que desarrolle modelos generalizados y exactos, y conozca la teorÃ­a para solucionar determinados tipos de problemas de AA. ExperimentarÃ¡ con el AA de extremo a extremo, a partir de la construcciÃ³n de una estrategia centrada en el AA y el avance hacia el entrenamiento, optimizaciÃ³n y producciÃ³n de modelos con labs prÃ¡cticos mediante Google Cloud Platform.>>> Al inscribirse en esta especializaciÃ³n acepta los TÃ©rminos de Servicio de Qwiklabs segÃºn lo establecido en las Preguntas Frecuentes, disponibles en el apartado: https://qwiklabs.com/terms_of_service <<<",Launching into Machine Learning en Español,https://www.coursera.org/learn/launching-machine-learning-es?specialization=machine-learning-tensorflow-gcp-es
