,Section Names,Section Length,Chapter Links,Section Descriptions
10,Central Limit Theorem and Confidence Interval,6,https://www.coursera.org/learn/inferential-statistics-intro?specialization=statistics,"Welcome to Inferential Statistics! In this course we will discuss Foundations for Inference. Check out the learning objectives, start watching the videos, and finally work on the quiz and the labs of this week. In addition to videos that introduce new concepts, you will also see a few videos that walk you through application examples related to the week's topics. In the first week we will introduce Central Limit Theorem (CLT) and confidence interval."
11,Inference and Significance,6,https://www.coursera.org/learn/inferential-statistics-intro?specialization=statistics,"Welcome to Week Two! This week we will discuss formal hypothesis testing and relate testing procedures back to estimation via confidence intervals. These topics will be introduced within the context of working with a population mean, however we will also give you a brief peek at what's to come in the next two weeks by discussing how the methods we're learning can be extended to other estimators. We will also discuss crucial considerations like decision errors and statistical vs. practical significance. The labs for this week will illustrate concepts of sampling distributions and confidence levels."
12,Inference for Comparing Means,6,https://www.coursera.org/learn/inferential-statistics-intro?specialization=statistics,"Welcome to Week Three of the course! This week we will introduce the t-distribution and comparing means as well as a simulation based method for creating a confidence interval: bootstrapping. If you have questions or discussions, please use this week's forum to ask/discuss with peers."
13,Inference for Proportions,6,https://www.coursera.org/learn/inferential-statistics-intro?specialization=statistics,"Welcome to Week Four of our course! In this unit, we’ll discuss inference for categorical data. We use methods introduced this week to answer questions like “What proportion of the American public approves of the job of the Supreme Court is doing?”."
14, Data Analysis Project,6,https://www.coursera.org/learn/inferential-statistics-intro?specialization=statistics,"In this week you will use the data set provided to complete and report on a data analysis question. Please read the background information, review the report template (downloaded from the link in Lesson Project Information), and then complete the peer review assignment. "
15,About Linear Regression and Modeling,5,https://www.coursera.org/learn/linear-regression-model?specialization=statistics,"This short module introduces basics about Coursera specializations and courses in general, this specialization: Statistics with R, and this course: Linear Regression and Modeling. Please take several minutes to browse them through. Thanks for joining us in this course!"
16,Linear Regression,5,https://www.coursera.org/learn/linear-regression-model?specialization=statistics,"In this week we’ll introduce linear regression. Many of you may be familiar with regression from reading the news, where graphs with straight lines are overlaid on scatterplots. Linear models can be used for prediction or to evaluate whether there is a linear relationship between two numerical variables. "
17,More about Linear Regression,5,https://www.coursera.org/learn/linear-regression-model?specialization=statistics,"Welcome to week 2! In this week, we will look at outliers, inference in linear regression and variability partitioning. Please use this week to strengthen your understanding on linear regression. Don't forget to post your questions, concerns and suggestions in the discussion forum!"
18,Multiple Regression,5,https://www.coursera.org/learn/linear-regression-model?specialization=statistics,"In this week, we’ll explore multiple regression, which allows us to model numerical response variables using multiple predictors (numerical and categorical). We will also cover inference for multiple linear regression, model selection, and model diagnostics. Hope you enjoy!"
19,Final Project,5,https://www.coursera.org/learn/linear-regression-model?specialization=statistics,"In this week you will use the data set provided to complete and report on a data analysis question. Please read the background information, review the report template (downloaded from the link in Lesson Project Information), and then complete the peer review assignment. "
20,About the Specialization and the Course,7,https://www.coursera.org/learn/bayesian?specialization=statistics,"This short module introduces basics about Coursera specializations and courses in general, this specialization: Statistics with R, and this course: Bayesian Statistics. Please take several minutes read this information. Thanks for joining us in this course!"
21,The Basics of Bayesian Statistics,7,https://www.coursera.org/learn/bayesian?specialization=statistics,"<p>Welcome! Over the next several weeks, we will together explore Bayesian statistics. <p>In this module, we will work with conditional probabilities, which is the probability of event B given event A. Conditional probabilities are very important in medical decisions. By the end of the week, you will be able to solve problems using Bayes' rule, and update prior probabilities.</p><p>Please use the learning objectives and practice quiz to help you learn about Bayes' Rule, and apply what you have learned in the lab and on the quiz. "
22,Bayesian Inference,7,https://www.coursera.org/learn/bayesian?specialization=statistics,"In this week, we will discuss the continuous version of Bayes' rule and show you how to use it in a conjugate family, and discuss credible intervals. By the end of this week, you will be able to understand and define the concepts of prior, likelihood, and posterior probability and identify how they relate to one another."
23,Decision Making,7,https://www.coursera.org/learn/bayesian?specialization=statistics,"In this module, we will discuss Bayesian decision making, hypothesis testing, and Bayesian testing. By the end of this week, you will be able to make optimal decisions based on Bayesian statistics and compare multiple hypotheses using Bayes Factors. "
24,Bayesian Regression,7,https://www.coursera.org/learn/bayesian?specialization=statistics,"This week, we will look at Bayesian linear regressions and model averaging, which allows you to make inferences and predictions using several models. By the end of this week, you will be able to implement Bayesian model averaging, interpret Bayesian multiple linear regression and understand its relationship to the frequentist linear regression approach. "
25,Perspectives on Bayesian Applications,7,https://www.coursera.org/learn/bayesian?specialization=statistics,"This week consists of interviews with statisticians on how they use Bayesian statistics in their work, as well as the final project in the course."
26,Data Analysis Project,7,https://www.coursera.org/learn/bayesian?specialization=statistics,"In this module you will use the data set provided to complete and report on a data analysis question. Please read the background information, review the report template (downloaded from the link in Lesson Project Information), and then complete the peer review assignment. "
27,About the Capstone Project,8,https://www.coursera.org/learn/statistics-project,"Welcome to the capstone project! This week's content is an introduction to the project assignment and goals. The readings in this week will introduce the data set that you will be analyzing for your project and the specific questions you will answer using data analysis techniques we learned in the previous courses. It is important to understand what we will be doing in the course before jumping into the detailed analysis. So we encourage you to start with the first lecture to get the big picture, and then delve into the specifics of the analysis. Enjoy, and good luck! Remember, if you have questions, you can post them on the discussion forums."
28,Exploratory Data Analysis (EDA),8,https://www.coursera.org/learn/statistics-project,"This week you will work on conducting an exploratory analysis of the housing data. Exploratory analysis is an essential first step for familiarizing yourself with and understanding the data. In this week, you will complete a quiz which will guide you through certain important aspects of the data. The insights you gain through this assignment will help inform modeling in the future quizzes and peer assessments. 

Feel free to post questions about this assignment on the discussion forum."
29,EDA and Basic Model Selection - Submission,8,https://www.coursera.org/learn/statistics-project,"This week we will dig deeper into our exploratory data analysis of the data. We now have all the information and data necessary to perform a deep dive into the EDA and it is time start your initial analysis report! We encourage you to start your analysis report (presented in peer-review format next week) early so you will have enough time to complete it. You will conduct exploratory data analysis, model selection, and model evaluation, and then complete a written report which answers several questions which will guide you through the process. This report will be your first peer-review assignment in this course. "
30,EDA and Basic Model Selection - Evaluation,8,https://www.coursera.org/learn/statistics-project,Great work so far! We hope you will also learn as much from evaluating your peers' work as completing your own assignment. Happy learning!
31,Model Selection and Diagnostics,8,https://www.coursera.org/learn/statistics-project,"We are half way through the course! In this week, you will continue model selection and model diagnostics, which will serve a starting point for your final project. You will be assessed on your work through a quiz. If you have any questions so far, don't hesitate to post on the forum so that others can help and discuss the question together."
32,Out of Sample Prediction,8,https://www.coursera.org/learn/statistics-project,"In this week, you will gain experience using your model to perform out-of-sample prediction and validation.  The skills honed this week will guide you through your final analysis in the weeks to come.  Please feel free to go back to prior weeks and review the necessary background knowledge. "
33,Final Data Analysis - Submission,8,https://www.coursera.org/learn/statistics-project,"In the next two weeks, you will complete your final data analysis project. You will submit your answers using the Final Data Analysis peer review assignment link in Week 8."
34,Final Data Analysis - Evaluation,8,https://www.coursera.org/learn/statistics-project,"Congratulations on making through to the final week of the course! In this week, we will finish this data analysis project by completing the evaluation of three of your peers' assignments. "
35,WEEK 1 - INTRODUCTION TO DATA,4,https://www.coursera.org/learn/understanding-visualization-data,"In the first week of the course, we will review a course outline and discover the various concepts and objectives to be mastered in the weeks to come. You will get an introduction to the field of statistics and explore a variety of perspectives the field has to offer. We will identify numerous types of data that exist and observe where they can be found in everyday life. You will delve into basic Python functionality, along with an introduction to Jupyter Notebook. All of the course information on grading, prerequisites, and expectations are on the course syllabus and you can find more information on our Course Resources page."
36,WEEK 2 - UNIVARIATE DATA,4,https://www.coursera.org/learn/understanding-visualization-data,"In the second week of this course, we will be looking at graphical and numerical interpretations for one variable (univariate data). In particular, we will be creating and analyzing histograms, box plots, and numerical summaries of our data in order to give a basis of analysis for quantitative data and bar charts and pie charts for categorical data. A few key interpretations will be made about our numerical summaries such as mean, IQR, and standard deviation. An assessment is included at the end of the week concerning numerical summaries and interpretations of these summaries."
37,WEEK 3 - MULTIVARIATE DATA,4,https://www.coursera.org/learn/understanding-visualization-data,"In the third week of this course on looking at data, we’ll introduce key ideas for examining research questions that require looking at more than one variable.  In particular, we will consider both numerically and visually how different variables interact, how summaries can appear deceiving if you don’t properly account for interactions, and differences between quantitative and categorical variables.  This week’s assignment will consist of a writing assignment along with reviewing those of your peers."
38,WEEK 4 - POPULATIONS AND SAMPLES,4,https://www.coursera.org/learn/understanding-visualization-data,"In this week, you’ll spend more time thinking about where data come from. The highest-quality statistical analyses of data will always incorporate information about the process used to generate the data, or features of the data collection design. You’ll be exposed to important concepts related to sampling from larger populations, including probability and non-probability sampling, and how we can make inferences about larger populations based on well-designed samples. You’ll also learn about the concept of a sampling distribution, and how estimation of the variance of that distribution plays a critical role in making statements about populations. Finally, you’ll learn about the importance of reading the documentation for a given data set; a key step in looking at data is also looking at the available documentation for that data set, which describes how the data were generated."
39,WEEK 1 - OVERVIEW & INFERENCE PROCEDURES,4,https://www.coursera.org/learn/inferential-statistical-analysis-python,"In this first week, we’ll review the course syllabus and discover the various concepts and objectives to be mastered in weeks to come. You’ll be introduced to inference methods and some of the research questions we’ll discuss in the course, as well as an overall framework for making decisions using data, considerations for how you make those decisions, and evaluating errors that you may have made.On the Python side, we’ll review some high level concepts from the first course in this series, Python’s statistics landscape, and walk through intermediate level Python concepts. All of the course information on grading, prerequisites, and expectations are on the course syllabus and you can find more information on our Course Resources page."
40,WEEK 2 - CONFIDENCE INTERVALS,4,https://www.coursera.org/learn/inferential-statistical-analysis-python,"In this second week, we will learn about estimating population parameters via confidence intervals. You will be introduced to five different types of population parameters, assumptions needed to calculate a confidence interval for each of these five parameters, and how to calculate confidence intervals. Quizzes  will appear throughout the week to test your understanding. In addition, you’ll learn how to create confidence intervals in Python."
41,WEEK 3 - HYPOTHESIS TESTING,4,https://www.coursera.org/learn/inferential-statistical-analysis-python,"In week three, we’ll learn how to test various hypotheses - using the five different analysis methods covered in the previous week. We’ll discuss the importance of various factors and assumptions with hypothesis testing and learn to interpret our results. We will also review how to distinguish which procedure is appropriate for the research question at hand.  Quizzes and a peer assessment will appear throughout the week to test your understanding."
42,WEEK 4 - LEARNER APPLICATION,4,https://www.coursera.org/learn/inferential-statistical-analysis-python,"In the final week of this course, we will walk through several examples and case studies that illustrate applications of the inferential procedures discussed in prior weeks. Learners will see examples of well-formulated research questions related to the study designs and data sets that we have discussed thus far, and via both confidence interval estimation and formal hypothesis testing, we will formulate inferential responses to those questions."
43,WEEK 1 - OVERVIEW & CONSIDERATIONS FOR STATISTICAL MODELING,4,https://www.coursera.org/learn/fitting-statistical-models-data-python,"We begin this third course of the Statistics with Python specialization with an overview of what is meant by “fitting statistical models to data.” In this first week, we will introduce key model fitting concepts, including the distinction between dependent and independent variables, how to account for study designs when fitting models, assessing the quality of model fit, exploring how different types of variables are handled in statistical modeling, and clearly defining the objectives of fitting models."
44,WEEK 2 - FITTING MODELS TO INDEPENDENT DATA,4,https://www.coursera.org/learn/fitting-statistical-models-data-python,"In this second week, we’ll introduce you to the basics of two types of regression: linear regression and logistic regression.  You’ll get the chance to think about how to fit models, how to assess how well those models fit, and to consider how to interpret those models in the context of the data.  You’ll also learn how to implement those models within Python."
45,WEEK 3 - FITTING MODELS TO DEPENDENT DATA,4,https://www.coursera.org/learn/fitting-statistical-models-data-python,"In the third week of this course, we will be building upon the modeling concepts discussed in Week 2. Multilevel and marginal models will be our main topic of discussion, as these models enable researchers to account for dependencies in variables of interest introduced by study designs. We’ll be covering why and when we fit these alternative models, likelihood ratio tests, as well as fixed effects and their interpretations. "
46,WEEK 4: Special Topics,4,https://www.coursera.org/learn/fitting-statistical-models-data-python,"In this final week, we introduce special topics that extend the curriculum from previous weeks and courses further. We will cover a broad range of topics such as various types of dependent variables, exploring sampling methods and whether or not to use survey weights when fitting models, and in-depth case studies utilizing Bayesian techniques to derive insights from data. You’ll also have the opportunity to apply Bayesian techniques in Python."
47,Before we get started...,9,https://www.coursera.org/learn/quantitative-methods?specialization=social-science,"In this first module we'll consider the basic principles of the scientific method, its history and its philosophies. But before we start talking methods, I'll give you a broad sense of what the course is about and how it's organized. Are you new to Coursera or still deciding whether this is the course for you? Then make sure to check out the 'Introduction' and 'What to expect' section below, so you'll have the essential information you need to decide and to do well in this course! If you have any questions about the course format, deadlines or grading, you'll probably find the answers here. Are you a Coursera veteran and anxious to get started? Then you might want to skip ahead to the first course topic: the Origins of the Scientific Method. You can always check the general information later. Veterans and newbies alike: Don't forget to introduce yourself in the 'meet and greet' forum!"
48,Origins of the scientific method,9,https://www.coursera.org/learn/quantitative-methods?specialization=social-science,"Science is all about gaining knowledge, coming up with the best possible explanations of the world around us. So how do we decide which explanation is the best one? How do we make sure our explanations are accurate? How do we determine we actually know something? In science we try to resolve these questions by using a set of principles and procedures called the scientific method. You need to know its historical and philosophical  'origin story' to really understand the scientific method and to fully appreciate how hard it is to apply the scientific method in the social and behavioral sciences!"
49,The Scientific Method,9,https://www.coursera.org/learn/quantitative-methods?specialization=social-science,"In the first module we discussed how the scientific method developed, general philosophical approaches and the types of knowledge science aims to find. In this second module we'll make these abstract principles and concepts a little more concrete by discussing the empirical cycle and causality in more detail. We’ll see how, and in what order these concepts are implemented when we conduct a research study. We'll also consider the main criteria for evaluating the methodological quality of a research study: Validity and reliability. The focus will be on internal validity and how internal validity can be threatened."
50,Research Designs,9,https://www.coursera.org/learn/quantitative-methods?specialization=social-science,"In the previous module we discussed the empirical cycle, causality and the criteria for methodological quality, focusing on threats to internal validity. In this module we'll consider the most frequently used research designs and we'll see how they address threats to internal validity. We'll look at experimental, quasi-experimental and correlational designs, as well as some other designs you should be familiar with. To understand and appreciate these designs we will discuss some general concepts such as randomization and matching in a little more detail."
51,Measurement,9,https://www.coursera.org/learn/quantitative-methods?specialization=social-science,"Choosing a design is only the first step in the deduction phase (remember the empirical cycle?). The second step is deciding on specific ways to measure the variables of interest and disinterest. This step is extremely important, because even if we are able to perform a true double-blind experiment, if our measurement and manipulation method are of poor quality, then internal validity will still be compromised! 

In this module we'll look at what measurement is exactly and what the criteria for evaluating measurement are. We will also look more in-depth at self-report measures, including survey, questionnaires and tests. These methods are among the most frequently used measurement instruments in the social and behavioral sciences."
52,Sampling,9,https://www.coursera.org/learn/quantitative-methods?specialization=social-science,"In the previous two modules we discussed research designs and methods to measure and manipulate our variables of interest and disinterest. Before a researcher can move on to the testing phase and can actually collect data, there is just one more procedure that needs to be decided on: Sampling. Researchers need to determine who potential participants are and how they will be selected and recruited. "
53,"Practice, Ethics & Integrity",9,https://www.coursera.org/learn/quantitative-methods?specialization=social-science,"In this last content module we will focus on the part of the research process that follows data collection. The specifics of storing data and using statistics form a course topic in their own right (see the specialization courses on Basic and Inferential Statistics). For now we will focus on more general issues to do with data, interpretation and dissemination of results that relate to ethics and integrity. Some of the concepts that we discuss here will be familiar if you watched the interviews of the past modules. It might be interesting to (re-)watch these if you have the time!"
54,Catch Up,9,https://www.coursera.org/learn/quantitative-methods?specialization=social-science,"In this module there's no new material to study. The only requirement in this module is that you finish up the final peer review assignment. We also advise you to take some extra time to review the material from the previous modules and to practice for the final exam. We've provided two practice exams that you can take as many times as you like. In the first one, feedback for each answer will be provided right after taking the test. We've also created some screencast videos that explain the right answers to the second practice exam in more detail. "
55,Exam Time!,9,https://www.coursera.org/learn/quantitative-methods?specialization=social-science,"This is the final module, where you can apply everything you've learned until now in the final exam. The final exam is structured exactly like the practice exam, so you know what to expect. Please note that you can only take the final exam once a month, so make sure you are fully prepared to take the test. Please follow the honor code and do not communicate or confer with others taking this exam. Good luck! Once you've taken the exam why not check out the bonus material - a series of presentations on research integrity in the social sciences, presented at a special symposium at the University of Amsterdam in 2014."
56,Philosophy of Qualitative Research,8,https://www.coursera.org/learn/qualitative-methods?specialization=social-science,"Welcome to the first week of the course. We start with an introduction, followed by two lessons on the  Philosophy of Qualitative Research."
57,Observation,8,https://www.coursera.org/learn/qualitative-methods?specialization=social-science,"In the first module we discussed the philosophy of qualitative research, explaining some basic notions and general philosophical approaches. In this second module we'll discuss observation as an important method within qualitative research. What types of observation are there? How do we observe? And how do we analyse and describe our data? "
58,Good Practices & Criteria,8,https://www.coursera.org/learn/qualitative-methods?specialization=social-science,"What makes qualitative research 'good' is a rather difficult question. Different criteria are suggested, but within the field of qualitative research there is not much agreement on these criteria. However, there is quite some agreement on what good practices of qualitative research are. In this module we will start in lesson 1 with a  discussion of  good practices of qualitative research."
59,Qualitative Interviewing,8,https://www.coursera.org/learn/qualitative-methods?specialization=social-science,In this module we'll look at what a qualitative interview entails by trying to define it and by discussing different forms of interviewing behaviour. 
60,Qualitative Analysis,8,https://www.coursera.org/learn/qualitative-methods?specialization=social-science,"In previous modules we discussed how you should observe a social situation or conduct a qualitative interview. Now we will focus on what to do with your data, by discussing qualitative analysis. In this module you will try to do a qualitative analysis by interpreting your observed data and try to code it. "
61,"Writing, mixing & ethics",8,https://www.coursera.org/learn/qualitative-methods?specialization=social-science,"In this module I will discuss ideas on writing in qualitative research, I will discuss mixing methods  and talk about the ethical issues you should consider. "
62,Catch up week,8,https://www.coursera.org/learn/qualitative-methods?specialization=social-science,In this module there's no new material. The only requirement in this module is that you finish up the final peer review assignment.
63,Exam week,8,https://www.coursera.org/learn/qualitative-methods?specialization=social-science,"This is the final module, where you can apply everything you've learned up until now in the final exam. Please note that you can only take the final exam once every day, so make sure you are fully prepared to take the test. Please follow the honor code and do not communicate or confer with others taking this exam. Good luck! Once you've taken the exam, please consider doing the other courses in our specialisation track. I hope it was an enjoyable experience. If it was, please consider joining in with the Massive Open Online Research by my colleague Christian Bröer. Thanks for all your hard work, feedback and interpretations, the course team and your fellow learners really appreciate it!"
64,Before we get started...,9,https://www.coursera.org/learn/basic-statistics?specialization=social-science,"In this module we'll consider the basics of statistics. But before we start, we'll give you a broad sense of what the course is about and how it's organized. Are you new to Coursera or still deciding whether this is the course for you? Then make sure to check out the 'Course introduction' and 'What to expect from this course' sections below, so you'll have the essential information you need to decide and to do well in this course! If you have any questions about the course format, deadlines or grading, you'll probably find the answers here. Are you a Coursera veteran and ready to get started? Then you might want to skip ahead to the first course topic: 'Exploring data'. You can always check the general information later. Veterans and newbies alike: Don't forget to introduce yourself in the 'meet and greet' forum!"
65,Exploring Data,9,https://www.coursera.org/learn/basic-statistics?specialization=social-science,"In this first module, we’ll introduce the basic concepts of descriptive statistics. We’ll talk about cases and variables, and we’ll explain how you can order them in a so-called data matrix. We’ll discuss various levels of measurement and we’ll show you how you can present your data by means of tables and graphs. We’ll also introduce measures of central tendency (like mode, median and mean) and dispersion (like range, interquartile range, variance and standard deviation). We’ll not only tell you how to interpret them; we’ll also explain how you can compute them. Finally, we’ll tell you more about z-scores. In this module we’ll only discuss situations in which we analyze one single variable. This is what we call univariate analysis. In the next module we will also introduce studies in which more variables are involved."
66,Correlation and Regression,9,https://www.coursera.org/learn/basic-statistics?specialization=social-science,In this second module we’ll look at bivariate analyses: studies with two variables. First we’ll introduce the concept of correlation. We’ll investigate contingency tables (when it comes to categorical variables) and scatterplots (regarding quantitative variables). We’ll also learn how to understand and compute one of the most frequently used measures of correlation: Pearson's r. In the next part of the module we’ll introduce the method of OLS regression analysis. We’ll explain how you (or the computer) can find the regression line and how you can describe this line by means of an equation. We’ll show you that you can assess how well the regression line fits your data by means of the so-called r-squared. We conclude the module with a discussion of why you should always be very careful when interpreting the results of a regression analysis.     
67,Probability,9,https://www.coursera.org/learn/basic-statistics?specialization=social-science,"This module introduces concepts from probability theory and the rules for calculating with probabilities. This is not only useful for answering various kinds of applied statistical questions but also to understand the statistical analyses that will be introduced in subsequent modules. We start by describing randomness, and explain how random events surround us. Next, we provide an intuitive definition of probability through an example and relate this to the concepts of events, sample space and random trials. A graphical tool to understand these concepts is introduced here as well, the tree-diagram.Thereafter a number of concepts from set theory are explained and related to probability calculations. Here the relation is made to tree-diagrams again, as well as contingency tables. We end with a lesson where conditional probabilities, independence and Bayes rule are explained. All in all, this is quite a theoretical module on a topic that is not always easy to grasp. That's why we have included as many intuitive examples as possible."
68,Probability Distributions,9,https://www.coursera.org/learn/basic-statistics?specialization=social-science,"Probability distributions form the core of many statistical calculations. They are used as mathematical models to represent some random phenomenon and subsequently answer statistical questions about that phenomenon. This module starts by explaining the basic properties of a probability distribution, highlighting how it quantifies a random variable and also pointing out how it differs between discrete and continuous random variables. Subsequently the cumulative probability distribution is introduced and its properties and usage are explained as well. In a next lecture it is shown how a random variable with its associated probability distribution can be characterized by statistics like a mean and variance, just like observational data. The effects of changing random variables by multiplication or addition on these statistics are explained as well.The lecture thereafter introduces the normal distribution, starting by explaining its functional form and some general properties. Next, the basic usage of the normal distribution to calculate probabilities is explained. And in a final lecture the binomial distribution, an important probability distribution for discrete data, is introduced and further explained. By the end of this module you have covered quite some ground and have a solid basis to answer the most frequently encountered statistical questions. Importantly, the fundamental knowledge about probability distributions that is presented here will also provide a solid basis to learn about inferential statistics in the next modules."
69,Sampling Distributions,9,https://www.coursera.org/learn/basic-statistics?specialization=social-science,"Methods for summarizing sample data are called descriptive statistics. However, in most studies we’re not interested in samples, but in underlying populations. If we employ data obtained from a sample to draw conclusions about a wider population, we are using methods of inferential statistics. It is therefore of essential importance that you know how you should draw samples. In this module we’ll pay attention to good sampling methods as well as some poor practices. To draw conclusions about the population a sample is from, researchers make use of a probability distribution that is very important in the world of statistics: the sampling distribution. We’ll discuss sampling distributions in great detail and compare them to data distributions and population distributions. We’ll look at the sampling distribution of the sample mean and the sampling distribution of the sample proportion. "
70,Confidence Intervals,9,https://www.coursera.org/learn/basic-statistics?specialization=social-science,"We can distinguish two types of statistical inference methods. We can: (1) estimate population parameters; and (2) test hypotheses about these parameters. In this module we’ll talk about the first type of inferential statistics: estimation by means of a confidence interval. A confidence interval is a range of numbers, which, most likely, contains the actual population value. The  probability that the interval actually contains the population value is what we call the confidence level. In this module we’ll show you how you can construct confidence intervals for means and proportions and how you should interpret them. We’ll also pay attention to how you can decide how large your sample size should be."
71,Significance Tests,9,https://www.coursera.org/learn/basic-statistics?specialization=social-science,"In this module we’ll talk about statistical hypotheses. They form the main ingredients of the method of significance testing. An hypothesis is nothing more than an expectation about a population. When we conduct a significance test, we use (just like when we construct a confidence interval) sample data to draw inferences about population parameters. The significance test is, therefore, also a method of inferential statistics. We’ll show that each significance test is based on two hypotheses:  the null hypothesis and  the alternative hypothesis. When you do a significance test, you assume that the null hypothesis is true unless your data provide strong evidence against it. We’ll show you how you can conduct a significance test about a mean and how you can conduct a test about a proportion. We’ll also demonstrate that significance tests and confidence intervals are closely related. We conclude the module by arguing that you can make right and wrong decisions while doing a test. Wrong decisions are referred to as Type I and Type II errors."
72,Exam time!,9,https://www.coursera.org/learn/basic-statistics?specialization=social-science,"This is the final module, where you can apply everything you've learned until now in the final exam. Please note that you can only take the final exam once a month, so make sure you are fully prepared to take the test. Please follow the honor code and do not communicate or confer with others while taking this exam. Good luck! "
73,Before we get started...,8,https://www.coursera.org/learn/inferential-statistics?specialization=social-science,[formatted text here]
74,Comparing two groups,8,https://www.coursera.org/learn/inferential-statistics?specialization=social-science,"In this second module of week 1 we dive right in with a quick refresher on statistical hypothesis testing. Since we're assuming you just completed the course Basic Statistics, our treatment is a little more abstract and we go really fast! We provide the relevant Basic Statistics videos in case you need a gentler introduction. After the refresher we discuss methods to compare two groups on a categorical or quantitative dependent variable. We use different test for independent and dependent groups."
75,Categorical association,8,https://www.coursera.org/learn/inferential-statistics?specialization=social-science,In this module we tackle categorical association. We'll mainly discuss the Chi-squared test that allows us to decide whether two categorical variables are related in the population. If two categorical variables are unrelated you would expect that categories of these variables don't 'go together'. You would expect the number of cases in each category of one variable to be proportionally similar at each level of the other variable. The Chi-squared test helps us to compare the actual number of cases for each combination of categories (the joint frequencies) to the expected number of cases if the variables are unrelated.
