,Section Names,Section Length,Chapter Links,Section Descriptions
20,Jupyter Notebooks,6,https://www.coursera.org/learn/open-source-tools-for-data-science?specialization=ibm-data-science,"This week, you will learn about Apache Zeppelin Notebooks, its feature, and how they are different from Jupyter Notebooks."
21,Apache Zeppelin Notebooks,6,https://www.coursera.org/learn/open-source-tools-for-data-science?specialization=ibm-data-science,"This week, you will learn about a popular data science tool used by R programmers. You'll learn about the user interface and how to use its various features."
22,RStudio IDE,6,https://www.coursera.org/learn/open-source-tools-for-data-science?specialization=ibm-data-science,"This week, you will learn about an enterprise-ready data science platform by IBM, called Watson Studio (formerley known as Data Science Experience). You'll learn about some of the features and capabilities of what data scientists use in the industry."
23,IBM Watson Studio,6,https://www.coursera.org/learn/open-source-tools-for-data-science?specialization=ibm-data-science,
24,Project: Create and share a Jupyter Notebook,6,https://www.coursera.org/learn/open-source-tools-for-data-science?specialization=ibm-data-science,"IBM offers a wide range of technology and consulting services; a broad portfolio of middleware for collaboration, predictive analytics, software development and systems management; and the world's most advanced servers and supercomputers. Utilizing its business consulting, technology and R&D expertise, IBM helps clients become ""smarter"" as the planet becomes more digitally interconnected. IBM invests more than $6 billion a year in R&D, just completing its 21st year of patent leadership. IBM Research has received recognition beyond any commercial technology research organization and is home to 5 Nobel Laureates, 9 US National Medals of Technology, 5 US National Medals of Science, 6 Turing Awards, and 10 Inductees in US Inventors Hall of Fame."
25,From Problem to Approach and From Requirements to Collection,3,https://www.coursera.org/learn/data-science-methodology?specialization=ibm-data-science,"In this module, you will learn what it means to understand data, and prepare or clean data. You will also learn about the purpose of data modeling and some characteristics of the modeling process. Finally, through a lab session, you will learn how to complete the Data Understanding and the Data Preparation stages, as well as the Modeling and the Model Evaluation stages pertaining to any data science problem."
26,From Understanding to Preparation and From Modeling to Evaluation,3,https://www.coursera.org/learn/data-science-methodology?specialization=ibm-data-science,"In this module, you will learn about what happens when a model is deployed and why model feedback is important. Also, by completing a peer-reviewed assignment, you will demonstrate your understanding of the data science methodology by applying it to a problem that you define."
27,From Deployment to Feedback,3,https://www.coursera.org/learn/data-science-methodology?specialization=ibm-data-science,"IBM offers a wide range of technology and consulting services; a broad portfolio of middleware for collaboration, predictive analytics, software development and systems management; and the world's most advanced servers and supercomputers. Utilizing its business consulting, technology and R&D expertise, IBM helps clients become ""smarter"" as the planet becomes more digitally interconnected. IBM invests more than $6 billion a year in R&D, just completing its 21st year of patent leadership. IBM Research has received recognition beyond any commercial technology research organization and is home to 5 Nobel Laureates, 9 US National Medals of Technology, 5 US National Medals of Science, 6 Turing Awards, and 10 Inductees in US Inventors Hall of Fame."
28,Python Basics ,5,https://www.coursera.org/learn/python-for-applied-data-science-ai?specialization=ibm-data-science,
29,Python Data Structures ,5,https://www.coursera.org/learn/python-for-applied-data-science-ai?specialization=ibm-data-science,
30,Python Programming Fundamentals ,5,https://www.coursera.org/learn/python-for-applied-data-science-ai?specialization=ibm-data-science,
31,Working with Data in Python ,5,https://www.coursera.org/learn/python-for-applied-data-science-ai?specialization=ibm-data-science,
32,Analyzing US Economic Data and Building a Dashboard ,5,https://www.coursera.org/learn/python-for-applied-data-science-ai?specialization=ibm-data-science,"IBM offers a wide range of technology and consulting services; a broad portfolio of middleware for collaboration, predictive analytics, software development and systems management; and the world's most advanced servers and supercomputers. Utilizing its business consulting, technology and R&D expertise, IBM helps clients become ""smarter"" as the planet becomes more digitally interconnected. IBM invests more than $6 billion a year in R&D, just completing its 21st year of patent leadership. IBM Research has received recognition beyond any commercial technology research organization and is home to 5 Nobel Laureates, 9 US National Medals of Technology, 5 US National Medals of Science, 6 Turing Awards, and 10 Inductees in US Inventors Hall of Fame."
33,Week 1 - Introduction to Databases and Basic SQL,4,https://www.coursera.org/learn/sql-data-science,"By the end of this module, you will learn the following: (1) Learn how to use string patterns and ranges to search data and how to sort and group data in result sets.  (2) Learn how to work with multiple tables in a relational database using  join operations."
34,Week 2 - Advanced SQL,4,https://www.coursera.org/learn/sql-data-science,"After completing the lessons in this week, you will learn how to explain the basic concepts related to using Python to connect to databases and then create tables, load data, query data using SQL, and analyze data using Python "
35,Week 3 - Accessing Databases using Python,4,https://www.coursera.org/learn/sql-data-science,"As a hands-on Data Science assignment, you will be working with multiple real world datasets for the city of Chicago. You will be asked questions that will help you understand the data just like a data scientist would. You will be assessed both on the correctness of your SQL queries and results."
36,Week 4: Course Assignment,4,https://www.coursera.org/learn/sql-data-science,"IBM offers a wide range of technology and consulting services; a broad portfolio of middleware for collaboration, predictive analytics, software development and systems management; and the world's most advanced servers and supercomputers. Utilizing its business consulting, technology and R&D expertise, IBM helps clients become ""smarter"" as the planet becomes more digitally interconnected. IBM invests more than $6 billion a year in R&D, just completing its 21st year of patent leadership. IBM Research has received recognition beyond any commercial technology research organization and is home to 5 Nobel Laureates, 9 US National Medals of Technology, 5 US National Medals of Science, 6 Turing Awards, and 10 Inductees in US Inventors Hall of Fame."
37,Importing Datasets,7,https://www.coursera.org/learn/data-analysis-with-python,
38,Data Wrangling,7,https://www.coursera.org/learn/data-analysis-with-python,
39, Exploratory Data Analysis,7,https://www.coursera.org/learn/data-analysis-with-python,
40,Model Development,7,https://www.coursera.org/learn/data-analysis-with-python,
41, Model Evaluation,7,https://www.coursera.org/learn/data-analysis-with-python,
42,Final Assignment,7,https://www.coursera.org/learn/data-analysis-with-python,
43,IBM Digital Badge,7,https://www.coursera.org/learn/data-analysis-with-python,"IBM offers a wide range of technology and consulting services; a broad portfolio of middleware for collaboration, predictive analytics, software development and systems management; and the world's most advanced servers and supercomputers. Utilizing its business consulting, technology and R&D expertise, IBM helps clients become ""smarter"" as the planet becomes more digitally interconnected. IBM invests more than $6 billion a year in R&D, just completing its 21st year of patent leadership. IBM Research has received recognition beyond any commercial technology research organization and is home to 5 Nobel Laureates, 9 US National Medals of Technology, 5 US National Medals of Science, 6 Turing Awards, and 10 Inductees in US Inventors Hall of Fame."
44,Introduction to Data Visualization Tools,3,https://www.coursera.org/learn/python-for-data-visualization,"In this module, you learn about area plots and how to create them with Matplotlib, histograms and how to create them with Matplotlib, bar charts, and how to create them with Matplotlib, pie charts, and how to create them with Matplotlib, box plots and how to create them with Matplotlib, and scatter plots and bubble plots and how to create them with Matplotlib."
45,Basic and Specialized Visualization Tools,3,https://www.coursera.org/learn/python-for-data-visualization,"In this module, you will learn about advanced visualization tools such as waffle charts and word clouds and how to create them. You will also learn about seaborn, which is another visualization library, and how to use it to generate attractive regression plots. In addition, you will learn about Folium, which is another visualization library, designed especially for visualizing geospatial data. Finally, you will learn how to use Folium to create maps of different regions of the world and how to superimpose markers on top of a map, and how to create choropleth maps."
46,Advanced Visualizations and Geospatial Data,3,https://www.coursera.org/learn/python-for-data-visualization,"IBM offers a wide range of technology and consulting services; a broad portfolio of middleware for collaboration, predictive analytics, software development and systems management; and the world's most advanced servers and supercomputers. Utilizing its business consulting, technology and R&D expertise, IBM helps clients become ""smarter"" as the planet becomes more digitally interconnected. IBM invests more than $6 billion a year in R&D, just completing its 21st year of patent leadership. IBM Research has received recognition beyond any commercial technology research organization and is home to 5 Nobel Laureates, 9 US National Medals of Technology, 5 US National Medals of Science, 6 Turing Awards, and 10 Inductees in US Inventors Hall of Fame."
47,Introduction to Machine Learning,6,https://www.coursera.org/learn/machine-learning-with-python,"In this week, you will get a brief intro to regression. You learn about Linear, Non-linear, Simple and Multiple regression, and their applications. You apply all these methods on two different datasets, in the lab part. Also, you learn how to evaluate your regression model, and calculate its accuracy."
48,Regression,6,https://www.coursera.org/learn/machine-learning-with-python,"In this week, you will learn about classification technique. You practice with different classification algorithms, such as KNN, Decision Trees, Logistic Regression and SVM. Also, you learn about pros and cons of each method, and different classification accuracy metrics."
49,Classification,6,https://www.coursera.org/learn/machine-learning-with-python,"In this section, you will learn about different clustering approaches. You learn how to use clustering for customer segmentation, grouping same vehicles, and also clustering of weather stations. You understand 3 main types of clustering, including Partitioned-based Clustering, Hierarchical Clustering, and Density-based Clustering."
50,Clustering,6,https://www.coursera.org/learn/machine-learning-with-python,"In this module, you will learn about recommender systems. First, you will get introduced with main idea behind recommendation engines, then you understand two main types of recommendation engines, namely, content-based and collaborative filtering."
51,Recommender Systems,6,https://www.coursera.org/learn/machine-learning-with-python,"In this module, you will do a project based of what you have learned so far. You will submit a report of your project for peer evaluation."
52,Final Project,6,https://www.coursera.org/learn/machine-learning-with-python,"IBM offers a wide range of technology and consulting services; a broad portfolio of middleware for collaboration, predictive analytics, software development and systems management; and the world's most advanced servers and supercomputers. Utilizing its business consulting, technology and R&D expertise, IBM helps clients become ""smarter"" as the planet becomes more digitally interconnected. IBM invests more than $6 billion a year in R&D, just completing its 21st year of patent leadership. IBM Research has received recognition beyond any commercial technology research organization and is home to 5 Nobel Laureates, 9 US National Medals of Technology, 5 US National Medals of Science, 6 Turing Awards, and 10 Inductees in US Inventors Hall of Fame."
53,Introduction,5,https://www.coursera.org/learn/applied-data-science-capstone,"In this module, you will learn in details about Foursquare, which is the location data provider we will be using in this course, and its API. Essentially, you will learn how to create a Foursquare developer account, and use your credentials to search for nearby venues of a specific type, explore a particular venue, and search for trending venues around a location."
54,Foursquare API,5,https://www.coursera.org/learn/applied-data-science-capstone,"In this module, you will learn about k-means clustering, which is a form of unsupervised learning. Then you will use clustering and the Foursquare API to segment and cluster the neighborhoods in the city of New York. Furthermore, you will learn how to scrape website and parse HTML code using the Python package Beautifulsoup, and convert data into a pandas dataframe."
55,Neighborhood Segmentation and Clustering,5,https://www.coursera.org/learn/applied-data-science-capstone,"In this module, you will start working on the capstone project. You will clearly define a problem and discuss the data that you will be using to solve the problem."
56,The Battle of Neighborhoods,5,https://www.coursera.org/learn/applied-data-science-capstone,"In this module, you will carry out all the remaining work to complete your capstone project. You will submit a report of your project for peer evaluation."
57,The Battle of Neighborhoods (Cont'd),5,https://www.coursera.org/learn/applied-data-science-capstone,"IBM offers a wide range of technology and consulting services; a broad portfolio of middleware for collaboration, predictive analytics, software development and systems management; and the world's most advanced servers and supercomputers. Utilizing its business consulting, technology and R&D expertise, IBM helps clients become ""smarter"" as the planet becomes more digitally interconnected. IBM invests more than $6 billion a year in R&D, just completing its 21st year of patent leadership. IBM Research has received recognition beyond any commercial technology research organization and is home to 5 Nobel Laureates, 9 US National Medals of Technology, 5 US National Medals of Science, 6 Turing Awards, and 10 Inductees in US Inventors Hall of Fame."
58,About This Specialization and Course ,5,https://www.coursera.org/learn/analytics-business-metrics?specialization=excel-mysql,"Welcome! This week we will explore business metrics - the critical numbers that help companies figure out how to survive and thrive. Inside every pile of data is a vital metric trying to get out! By the end of this week, you will be able to: distinguish business metrics from mere business data; identify critical business metrics such as cash flow, profitability, and online retail marketing metrics;  distinguish revenue, profitability and risk metrics; and distinguish traditional from dynamic metrics. Included in this week’s course materials is a Cash Flow and P&L statement for Egger’s Roast Coffee, as a supplemental document, so be sure to review it carefully and refer to the glossary for key information. "
59,Introducing Business Metrics,5,https://www.coursera.org/learn/analytics-business-metrics?specialization=excel-mysql,"Welcome!  This week, we will meet some great people - all former students of mine - now working at super-interesting and exciting jobs as business analysts, business data analysts, or data scientists. We’ll explore what they do, how their role relates to big data, and the skills they needed to get hired! Our hope is this information will give you a better understanding of the type of data-related job you might apply for once you've completed this specialization, and a sense of the type of company you would find most appealing to work for. By the end of this week, you will be able to:  differentiate among different job roles within a company that work with data; identify how each role works with data; and describe the skills required to perform each job role. You will differentiate how different types of companies relate to big data culture, and rank any company according to a 20-item checklist. You will also learn to differentiate how different types of companies relate to big data culture. Included in this week’s materials is a 20-item checklist to rank companies. This week also includes in-video polls so you can see how others are ranking their businesses."
60,Working in the Business Data Analytics Marketplace,5,https://www.coursera.org/learn/analytics-business-metrics?specialization=excel-mysql,"Welcome! This week we’re going to go deeper into the critically-important metrics for web marketing - metrics every type of business needs to understand in order to survive. We’ll dive into the 'vertical' market of financial services - where digital companies are threatening to take away the market from traditional 'brick-and- mortar' companies.By the end of this week, you will be able to: Identify critical business metrics for all companies engaged in web-based marketing; and identify critical business metrics for financial services companies. You’ll find additional website links that expand some of the course materials covered in this week’s video lectures. "
61,Going Deeper into Business Metrics ,5,https://www.coursera.org/learn/analytics-business-metrics?specialization=excel-mysql,"This week contains the final course assignment, a peer assessment in which you will identify business metrics of interest in a case example, describe those metrics, and propose a business process change that could be supported by the metric chosen."
62,Applying Business Metrics to a Business Case Study,5,https://www.coursera.org/learn/analytics-business-metrics?specialization=excel-mysql,"Duke University has about 13,000 undergraduate and graduate students and a world-class faculty helping to expand the frontiers of knowledge. The university has a strong commitment to applying knowledge in service to society, both near its North Carolina campus and around the world."
63,About This Course,7,https://www.coursera.org/learn/analytics-excel?specialization=excel-mysql,"In this module, will explore the essential Excel skills to address typical business situations you may encounter in the future. The Excel vocabulary and functions taught throughout this module make it possible for you to understand the additional explanatory Excel spreadsheets that accompany later videos in this course. "
64,Excel Essentials for Beginners,7,https://www.coursera.org/learn/analytics-excel?specialization=excel-mysql,"Separating collections into two categories, such as “buy this stock, don’t but that stock” or “target this customer with a special offer, but not that one” is the ultimate goal of most business data-analysis projects. There is a specialized vocabulary of measures for comparing and optimizing the performance of the algorithms used to classify collections into two groups. You will learn how and why to apply these different metrics, including how to calculate the all-important AUC: the area under the Receiver Operating Characteristic (ROC) Curve. "
65,Binary Classification,7,https://www.coursera.org/learn/analytics-excel?specialization=excel-mysql,"In this module, you will learn how to calculate and apply the vitally useful uncertainty metric known as “entropy.” In contrast to the more familiar “probability” that represents the uncertainty that a single outcome will occur, “entropy” quantifies the aggregate uncertainty of all possible outcomes.The entropy measure provides the framework for accountability in data-analytic work. Entropy gives you the power to quantify the uncertainty of future outcomes relevant to your business twice: using the best-available estimates before you begin a project, and then again after you have built a predictive model.
The difference between the two measures is the Information Gain contributed by your work."
66,Information Measures,7,https://www.coursera.org/learn/analytics-excel?specialization=excel-mysql,"The Linear Correlation measure is a much richer metric for evaluating associations than is commonly realized. You can use it to quantify how much a linear model reduces uncertainty.  When used to forecast future outcomes, it can be converted into a “point estimate” plus a “confidence interval,” or converted into an information gain measure. You will develop a fluent knowledge of these concepts and the many valuable uses to which linear regression is put in business data analysis. This module also teaches how to use the Central Limit Theorem (CLT) to solve practical problems. The two topics are closely related because regression and the CLT both make use of a special family of probability distributions called “Gaussians.” You will learn everything you need to know to work with Gaussians in these and other contexts. "
67,Linear Regression,7,https://www.coursera.org/learn/analytics-excel?specialization=excel-mysql,"This module gives you additional valuable concepts and skills related to building high-quality models. As you know, a “model” is a description of a process applied to available data (inputs) that produces an estimate of a future and as yet unknown outcome as output. 
Very often, models for outputs take the form of a probability distribution. This module covers how to estimate probability distributions from data (a “probability histogram”), and how to describe and generate the most useful probability distributions used by data scientists. It also covers in detail how to develop a binary classification model with parameters optimized to maximize the AUC, and how to apply linear regression models when your input consists of multiple types of data for each event. 
The module concludes with an explanation of “over-fitting” which is the main reason that apparently good predictive models often fail in real life business settings. We conclude with some tips for how you can avoid over-fitting in you own predictive model for the final project – and in real life."
68,Additional Skills for Model Building,7,https://www.coursera.org/learn/analytics-excel?specialization=excel-mysql,"The final course project is a comprehensive assessment covering all of the course material, and consists of four quizzes and a peer review assignment.  For quiz one and quiz two, there are learning points that explain components of the quiz.  These learning points will unlock only after you complete the quiz with a passing grade. Before you start, please read through the final project instructions.  From past student experience, the final project which includes all the quizzes and peer assessment, takes anywhere from 10-12 hours."
69,Final Course Project,7,https://www.coursera.org/learn/analytics-excel?specialization=excel-mysql,"Duke University has about 13,000 undergraduate and graduate students and a world-class faculty helping to expand the frontiers of knowledge. The university has a strong commitment to applying knowledge in service to society, both near its North Carolina campus and around the world."
70,About this Specialization and Course,6,https://www.coursera.org/learn/analytics-tableau?specialization=excel-mysql,"Welcome! This week, you will learn how data analysts ask the right questions to ensure project success. By the end of this week, you will be able to: <p><ul><li>Craft the right questions to ensure your analysis projects succeed</li><li> Leverage questions to design logical and structured analysis plans</ul></li> <p> Remember to refer back to the Additional Resources reading: Identifying and Eliciting Information from Stakeholders). In addition, you will complete a  graded quiz. <p> As always, if you have any questions, post them to the <b>Discussions.</b> <p>To get started, please begin with the video “Tips for Becoming a Data Analyst.” <p>I hope you enjoy this week's materials!</p>"
71,"Asking The ""Right Questions""",6,https://www.coursera.org/learn/analytics-tableau?specialization=excel-mysql,"Welcome to week 2! This week you'll install Tableau Desktop to learn how visualizing data helps you figure out what your data mean efficiently, and in the process of doing so, helps you narrow in on what factors you should take into consideration in your statistical models or predictive algorithms.  Over the next two weeks, we’re going to learn how to use Tableau to implement this type of visualization and to help you find, and communicate, answers to business questions, as well as work with the Tableau functions that all data analysts should be familiar with.  You will learn to install Tableau Desktop and learn to use the program by working with two data sets. In addition, through a series of practice exercises, you will use a data set to do example analyses and to answer specific sample questions about salaries for certain data-related jobs across the United State. Then for graded exercises, you will use a different data set to work out analyses and questions that will require you to directly apply the Tableau skills you have acquired through practice. <p>By the end of this week, you will be able to: <ul><li>Create the most important graphs used in business analysis and transform data in Tableau </li></ul><p>Once you have watched the ""Why Tableau"" video, review the ""Written Instructions to install Tableau Desktop"" and install the software. Remember to refer back to the Salary Data Set and to the Dognition Data Set resources posted on the course site this week. You will also complete a graded quiz at the end of the week. <p>As always, if you have any questions, post them to the <b>Discussions</b>.<p>To get started, please begin with the video “Use Data Visualization to Drive Your Analysis"" and then review the ""Written Instructions to install Tableau Desktop.<p>I hope you enjoy this week's materials! "
72,Data Visualization with Tableau,6,https://www.coursera.org/learn/analytics-tableau?specialization=excel-mysql,"Welcome to week 3! This week you'll continue learning how to use Tableau to answer data analysis questions. You will learn how to use Tableau to both find, and eventually communicate answers to business questions. You'll learn about the process of elicitation, and learn how to ensure your data story is not undermined by overgeneralization or bias and how to format your data charts to begin creating a compelling data story.  By the end of this week, you will be able to: <ul><li>Write calculations and equations in Tableau</li> <li>Publish online business dashboards with Tableau.</li></ul> <p>Remember to refer  to the additional resources for this week: “Examples of Tableau Dashboards and Stories” and ""Using Tableau Dashboards When You Don't Have To."" <p>You will also complete a graded quiz. <p>As always, if you have any questions, post them to the Discussions. <p>To get started, please begin with the video “Customizing and Sharing New Data in Tableau.” <p>I hope you enjoy this week's materials!"
73,Dynamic Data Manipulation and Presentation in Tableau,6,https://www.coursera.org/learn/analytics-tableau?specialization=excel-mysql,"Welcome to week 4! This week you will become a master at getting people to agree with your data-driven business recommendations as you learn to deliver a compelling business presentation.  You’ll learn about the insight from the intersection of visualization science and decision science, and what this means for you as a  data analyst, who seeks to design a compelling and effective business presentations. If you intend to affect people’s decisions, you need to influence where they look. This week we will review  a set of tools and concepts you can use to optimize your visualizations and your presentation style. You will soon  be a master at getting people to agree with your data-driven business recommendations! <p>By the end of this week, you will be able to:<p><ul><li>Tell stories with data</li> <li>Design effective slide presentations to showcase your data story, and</li> <li> Deliver compelling business presentations</ul></li><p> Remember to refer back to the Study Guide: Designing and Delivering Effective Presentations. You will also complete a graded quiz. <p>As always, if you have any questions, post them to the <b>Discussions</b>.<p> To get started, please begin with the video “Using Visualization to Influence Business Decisions.”<p> I hope you enjoy this week's materials!"
74,"Your Communication Toolbox: Visualizations, Logic, and Stories",6,https://www.coursera.org/learn/analytics-tableau?specialization=excel-mysql,"Welcome to week 5! This week you will complete your final project. This assignment requires you to submit a recording of yourself giving a 4-5 minute presentation in which you present a data-driven business process change proposal to Dognition company management about how to increase the numbers of tests users complete. Students will give a short, peer-reviewed business presentation that uses a specified chart in Tableau. The final project will assess your mastery of the following: <p> <ul><li>Demonstrated understanding the Tableau functions discussed in this course</li><li>Adapting visualizations to make them maximally communicative</li><li>Storyboarding skills</li> <li>Translating your story into a presentation ready for the boardroom</li><li>Effective presentation delivery</li><li>Evaluating business presentations</ul></li><p> Remember to refer to the Background Information for Peer Review Assignment  on the course web site before you begin. This final course project is a comprehensive assessment covering all of the course material and will take approximately 6-8 hours to complete.<p>As always, if you have any questions, post them to the Discussions. Thank you for your contributions to this  final project!<p> "
75,Final Project,6,https://www.coursera.org/learn/analytics-tableau?specialization=excel-mysql,"Duke University has about 13,000 undergraduate and graduate students and a world-class faculty helping to expand the frontiers of knowledge. The university has a strong commitment to applying knowledge in service to society, both near its North Carolina campus and around the world."
76,About this Specialization and Course ,6,https://www.coursera.org/learn/analytics-mysql?specialization=excel-mysql,"Welcome to week 1! This week  you will learn how relational databases are organized, and practice making and interpreting Entity Relationship (ER) diagrams and relational schemas that describe the structure of data stored in a database. <p>By the end of the week, you will be able to:<ul><li>Describe the fundamental principles of relational database design <li>Interpret Entity Relationship (ER) diagrams and Entity Relationship (ER) schemas, and</li><li>Create your own ER diagrams and relational schemas using a software tool called ERDPlus that you will use to aid your query-writing later in the course.</li></ul><p>This week’s exercises are donated from a well-known Database Systems textbook, and will help you deepen and strengthen your understanding of how relational databases are organized.  This deeper understanding will help you navigate complicated business databases, and allow you to write more efficient queries.  At the conclusion of the week, you will test your understanding of database design principles by completing the Week 1 graded quiz.</p> <p>To get started, please begin with the video “Problems with Having a Lot of Data Used by a Lot of People.” <p>As always, if you have any questions, post them to the Discussions. <p>I hope you enjoy this week's materials!"
