,Course Names,Course Length,Course Descriptions,Chapter Names,Chapter Links
49,Business Technology Management Specialization,4,"With digital transformation, products and business models in today's competitive environment are increasingly being transformed by technology. This new digital economy places information technology (IT) at the centre of firm strategy and operations, and requires a new breed of IT managers and leaders who can examine technology through a business lens.The Business Technology Management Specialization will empower you with knowledge of the IT domain, project management, leadership and team building skills, and functional and analytical skills. These skills are critical skills for leveraging technology to create competitive advantage.

This Specialization will introduce you to the IT-powered digital transformation that business are going through. It will enable you to understand how insightful executives leverage IT to create value and understand the competitive dynamics of industries that consume significant technology.

It will also introduce you to Business Analytics in a world of digital media, including the right toolscape, like being able to run the Analytics Desktop with leading tools like RStudio and GitHub.

Finally, this Specialization will introduce you to customer analytics and enable you to develop an appreciation of problem-solving, data collection, prediction and optimization that can be enabled using digital media tools.

Video: Professor Deepa Mani speaks about the Specialization",Business Analytics and Digital Media,https://www.coursera.org/learn/business-analytics?specialization=business-technology-managment
50,Business Technology Management Specialization,4,"With digital transformation, products and business models in today's competitive environment are increasingly being transformed by technology. This new digital economy places information technology (IT) at the centre of firm strategy and operations, and requires a new breed of IT managers and leaders who can examine technology through a business lens.The Business Technology Management Specialization will empower you with knowledge of the IT domain, project management, leadership and team building skills, and functional and analytical skills. These skills are critical skills for leveraging technology to create competitive advantage.

This Specialization will introduce you to the IT-powered digital transformation that business are going through. It will enable you to understand how insightful executives leverage IT to create value and understand the competitive dynamics of industries that consume significant technology.

It will also introduce you to Business Analytics in a world of digital media, including the right toolscape, like being able to run the Analytics Desktop with leading tools like RStudio and GitHub.

Finally, this Specialization will introduce you to customer analytics and enable you to develop an appreciation of problem-solving, data collection, prediction and optimization that can be enabled using digital media tools.

Video: Professor Deepa Mani speaks about the Specialization",Accounting and Finance for IT professionals,https://www.coursera.org/learn/accounting-finance?specialization=business-technology-managment
51,Business Technology Management Specialization,4,"With digital transformation, products and business models in today's competitive environment are increasingly being transformed by technology. This new digital economy places information technology (IT) at the centre of firm strategy and operations, and requires a new breed of IT managers and leaders who can examine technology through a business lens.The Business Technology Management Specialization will empower you with knowledge of the IT domain, project management, leadership and team building skills, and functional and analytical skills. These skills are critical skills for leveraging technology to create competitive advantage.

This Specialization will introduce you to the IT-powered digital transformation that business are going through. It will enable you to understand how insightful executives leverage IT to create value and understand the competitive dynamics of industries that consume significant technology.

It will also introduce you to Business Analytics in a world of digital media, including the right toolscape, like being able to run the Analytics Desktop with leading tools like RStudio and GitHub.

Finally, this Specialization will introduce you to customer analytics and enable you to develop an appreciation of problem-solving, data collection, prediction and optimization that can be enabled using digital media tools.

Video: Professor Deepa Mani speaks about the Specialization",IT Project Management,https://www.coursera.org/learn/it-project-management?specialization=business-technology-managment
52,Claves de la DirecciÃ³n de Empresas Specialization,4,"Para dirigir personas, equipos y proyectos con Ã©xito, es tan importante dominar los conocimientos adecuados como estar presente en el dÃ­a a dÃ­a de tu empresa.

Sea cual sea el sector en el que trabajes o el cargo que ocupes, un aprendizaje bÃ¡sico sobre finanzas, marketing, contabilidad y otras claves de la direcciÃ³n de empresas te ayudarÃ¡ a comprender mejor tu entorno y a tomar decisiones mÃ¡s acertadas. Unos conocimientos que, ademÃ¡s, serÃ¡n fundamentales para impulsar tu evoluciÃ³n profesional: ya sea para estudiar un MBA, optar a una promociÃ³n, iniciar tu propio proyecto emprendedor o cambiar de carrera.

Esta especializaciÃ³n te brindarÃ¡ la oportunidad de acceder a una introducciÃ³n integral a la direcciÃ³n de empresas, a travÃ©s de cuatro disciplinas fundamentales: la contabilidad, las finanzas, el marketing y la gestiÃ³n de personas. En cada curso analizarÃ¡s casos reales a la vez que estudiarÃ¡s los conceptos clave de cada Ã¡rea. Para finalizar la especializaciÃ³n, el curso Capstone te permitirÃ¡ aplicar todo lo que has aprendido para resolver un problema empresarial real.",Introducción a la Contabilidad Financiera,https://www.coursera.org/learn/contabilidad-financiera?specialization=direccion-empresas
53,Claves de la DirecciÃ³n de Empresas Specialization,4,"Para dirigir personas, equipos y proyectos con Ã©xito, es tan importante dominar los conocimientos adecuados como estar presente en el dÃ­a a dÃ­a de tu empresa.

Sea cual sea el sector en el que trabajes o el cargo que ocupes, un aprendizaje bÃ¡sico sobre finanzas, marketing, contabilidad y otras claves de la direcciÃ³n de empresas te ayudarÃ¡ a comprender mejor tu entorno y a tomar decisiones mÃ¡s acertadas. Unos conocimientos que, ademÃ¡s, serÃ¡n fundamentales para impulsar tu evoluciÃ³n profesional: ya sea para estudiar un MBA, optar a una promociÃ³n, iniciar tu propio proyecto emprendedor o cambiar de carrera.

Esta especializaciÃ³n te brindarÃ¡ la oportunidad de acceder a una introducciÃ³n integral a la direcciÃ³n de empresas, a travÃ©s de cuatro disciplinas fundamentales: la contabilidad, las finanzas, el marketing y la gestiÃ³n de personas. En cada curso analizarÃ¡s casos reales a la vez que estudiarÃ¡s los conceptos clave de cada Ã¡rea. Para finalizar la especializaciÃ³n, el curso Capstone te permitirÃ¡ aplicar todo lo que has aprendido para resolver un problema empresarial real.",Finanzas para directivos,https://www.coursera.org/learn/finanzas-operativas?specialization=direccion-empresas
54,Claves de la DirecciÃ³n de Empresas Specialization,4,"Para dirigir personas, equipos y proyectos con Ã©xito, es tan importante dominar los conocimientos adecuados como estar presente en el dÃ­a a dÃ­a de tu empresa.

Sea cual sea el sector en el que trabajes o el cargo que ocupes, un aprendizaje bÃ¡sico sobre finanzas, marketing, contabilidad y otras claves de la direcciÃ³n de empresas te ayudarÃ¡ a comprender mejor tu entorno y a tomar decisiones mÃ¡s acertadas. Unos conocimientos que, ademÃ¡s, serÃ¡n fundamentales para impulsar tu evoluciÃ³n profesional: ya sea para estudiar un MBA, optar a una promociÃ³n, iniciar tu propio proyecto emprendedor o cambiar de carrera.

Esta especializaciÃ³n te brindarÃ¡ la oportunidad de acceder a una introducciÃ³n integral a la direcciÃ³n de empresas, a travÃ©s de cuatro disciplinas fundamentales: la contabilidad, las finanzas, el marketing y la gestiÃ³n de personas. En cada curso analizarÃ¡s casos reales a la vez que estudiarÃ¡s los conceptos clave de cada Ã¡rea. Para finalizar la especializaciÃ³n, el curso Capstone te permitirÃ¡ aplicar todo lo que has aprendido para resolver un problema empresarial real.",Marketing estratégico: claves para competir con éxito,https://www.coursera.org/learn/marketing-estrategico-competir-con-exito?specialization=direccion-empresas
55,Claves de la DirecciÃ³n de Empresas Specialization,4,"Para dirigir personas, equipos y proyectos con Ã©xito, es tan importante dominar los conocimientos adecuados como estar presente en el dÃ­a a dÃ­a de tu empresa.

Sea cual sea el sector en el que trabajes o el cargo que ocupes, un aprendizaje bÃ¡sico sobre finanzas, marketing, contabilidad y otras claves de la direcciÃ³n de empresas te ayudarÃ¡ a comprender mejor tu entorno y a tomar decisiones mÃ¡s acertadas. Unos conocimientos que, ademÃ¡s, serÃ¡n fundamentales para impulsar tu evoluciÃ³n profesional: ya sea para estudiar un MBA, optar a una promociÃ³n, iniciar tu propio proyecto emprendedor o cambiar de carrera.

Esta especializaciÃ³n te brindarÃ¡ la oportunidad de acceder a una introducciÃ³n integral a la direcciÃ³n de empresas, a travÃ©s de cuatro disciplinas fundamentales: la contabilidad, las finanzas, el marketing y la gestiÃ³n de personas. En cada curso analizarÃ¡s casos reales a la vez que estudiarÃ¡s los conceptos clave de cada Ã¡rea. Para finalizar la especializaciÃ³n, el curso Capstone te permitirÃ¡ aplicar todo lo que has aprendido para resolver un problema empresarial real.",La gestión de personas y equipos,https://www.coursera.org/learn/gestion-personas-equipos?specialization=direccion-empresas
56,Marketing Digital Specialization,4,"Esta especializaciÃ³n, te permitirÃ¡ comprender de un modo teÃ³rico-prÃ¡ctico las herramientas que son usadas hoy en dÃ­a por las principales empresas del mundo, para planificar, implementar y monitorear sus estrategias de Marketing Digital.Al finalizar la cursada, serÃ¡s capaz de:

+Coordinar proyectos integrales de Marketing Digital

+Seguir las principales tendencias de la industria desde una mirada crÃ­tica y de aplicaciÃ³n prÃ¡ctica

+Aplicar las principales herramientas a un emprendimiento o empresa

+Generar una relaciÃ³n fructÃ­fera con Agencias Especializadas

+Aplicar a posiciones relacionadas con el Marketing Digital

Como evidencia de tus aprendizajes, y siendo la consigna final de la especializaciÃ³n, crearas un Proyecto Final prÃ¡ctico integrador aplicado a una empresa conocida o un emprendimiento futuro, que englobe todos los temas aprendidos durante los cursos.",Pilares de Marketing Digital,https://www.coursera.org/learn/marketing-digital-pilares?specialization=marketing-digital
57,Marketing Digital Specialization,4,"Esta especializaciÃ³n, te permitirÃ¡ comprender de un modo teÃ³rico-prÃ¡ctico las herramientas que son usadas hoy en dÃ­a por las principales empresas del mundo, para planificar, implementar y monitorear sus estrategias de Marketing Digital.Al finalizar la cursada, serÃ¡s capaz de:

+Coordinar proyectos integrales de Marketing Digital

+Seguir las principales tendencias de la industria desde una mirada crÃ­tica y de aplicaciÃ³n prÃ¡ctica

+Aplicar las principales herramientas a un emprendimiento o empresa

+Generar una relaciÃ³n fructÃ­fera con Agencias Especializadas

+Aplicar a posiciones relacionadas con el Marketing Digital

Como evidencia de tus aprendizajes, y siendo la consigna final de la especializaciÃ³n, crearas un Proyecto Final prÃ¡ctico integrador aplicado a una empresa conocida o un emprendimiento futuro, que englobe todos los temas aprendidos durante los cursos.",Estrategias de  Redes Sociales,https://www.coursera.org/learn/redes-sociales-estrategias?specialization=marketing-digital
58,Marketing Digital Specialization,4,"Esta especializaciÃ³n, te permitirÃ¡ comprender de un modo teÃ³rico-prÃ¡ctico las herramientas que son usadas hoy en dÃ­a por las principales empresas del mundo, para planificar, implementar y monitorear sus estrategias de Marketing Digital.Al finalizar la cursada, serÃ¡s capaz de:

+Coordinar proyectos integrales de Marketing Digital

+Seguir las principales tendencias de la industria desde una mirada crÃ­tica y de aplicaciÃ³n prÃ¡ctica

+Aplicar las principales herramientas a un emprendimiento o empresa

+Generar una relaciÃ³n fructÃ­fera con Agencias Especializadas

+Aplicar a posiciones relacionadas con el Marketing Digital

Como evidencia de tus aprendizajes, y siendo la consigna final de la especializaciÃ³n, crearas un Proyecto Final prÃ¡ctico integrador aplicado a una empresa conocida o un emprendimiento futuro, que englobe todos los temas aprendidos durante los cursos.",Publicidad Digital con Google AdWords,https://www.coursera.org/learn/publicidad-digital?specialization=marketing-digital
59,Marketing Digital Specialization,4,"Esta especializaciÃ³n, te permitirÃ¡ comprender de un modo teÃ³rico-prÃ¡ctico las herramientas que son usadas hoy en dÃ­a por las principales empresas del mundo, para planificar, implementar y monitorear sus estrategias de Marketing Digital.Al finalizar la cursada, serÃ¡s capaz de:

+Coordinar proyectos integrales de Marketing Digital

+Seguir las principales tendencias de la industria desde una mirada crÃ­tica y de aplicaciÃ³n prÃ¡ctica

+Aplicar las principales herramientas a un emprendimiento o empresa

+Generar una relaciÃ³n fructÃ­fera con Agencias Especializadas

+Aplicar a posiciones relacionadas con el Marketing Digital

Como evidencia de tus aprendizajes, y siendo la consigna final de la especializaciÃ³n, crearas un Proyecto Final prÃ¡ctico integrador aplicado a una empresa conocida o un emprendimiento futuro, que englobe todos los temas aprendidos durante los cursos.",Compra programática de medios: Publicidad online en tiempo real,https://www.coursera.org/learn/compra-programatica?specialization=marketing-digital
60,Analysing: Numeric and digital literacies Specialization,4,"Being financially and data-literate is a requirement of all effective leaders. This includes the ability to analyse data and harness its value, as well as to leverage these skills to become a future-focused business leader. In four themed courses, this specialisation will: teach you that financial literacy is a required capability for every business leader (Know Your Numbers 1); provide you with a foundational understanding of how to manage your organisationâs finances effectively (Know Your Numbers 2); equip you with tools to analyse data and generate market insights (Generate Insights); and explore what to measure to maximise customer value (Know Your Customers).",Management and financial accounting: Know your numbers 1,https://www.coursera.org/learn/management-accounting
61,Analysing: Numeric and digital literacies Specialization,4,"Being financially and data-literate is a requirement of all effective leaders. This includes the ability to analyse data and harness its value, as well as to leverage these skills to become a future-focused business leader. In four themed courses, this specialisation will: teach you that financial literacy is a required capability for every business leader (Know Your Numbers 1); provide you with a foundational understanding of how to manage your organisationâs finances effectively (Know Your Numbers 2); equip you with tools to analyse data and generate market insights (Generate Insights); and explore what to measure to maximise customer value (Know Your Customers).",Corporate finance: Know your numbers 2,https://www.coursera.org/learn/corporate-finance-know-your-numbers-2
62,Analysing: Numeric and digital literacies Specialization,4,"Being financially and data-literate is a requirement of all effective leaders. This includes the ability to analyse data and harness its value, as well as to leverage these skills to become a future-focused business leader. In four themed courses, this specialisation will: teach you that financial literacy is a required capability for every business leader (Know Your Numbers 1); provide you with a foundational understanding of how to manage your organisationâs finances effectively (Know Your Numbers 2); equip you with tools to analyse data and generate market insights (Generate Insights); and explore what to measure to maximise customer value (Know Your Customers).",Business intelligence and data analytics: Generate insights,https://www.coursera.org/learn/business-intelligence-data-analytics
63,Analysing: Numeric and digital literacies Specialization,4,"Being financially and data-literate is a requirement of all effective leaders. This includes the ability to analyse data and harness its value, as well as to leverage these skills to become a future-focused business leader. In four themed courses, this specialisation will: teach you that financial literacy is a required capability for every business leader (Know Your Numbers 1); provide you with a foundational understanding of how to manage your organisationâs finances effectively (Know Your Numbers 2); equip you with tools to analyse data and generate market insights (Generate Insights); and explore what to measure to maximise customer value (Know Your Customers).",Marketing analytics: Know your customers,https://www.coursera.org/learn/marketing-analytics-customers
64,Data Visualization with Tableau Specialization,4,"In 2020 the world will generate 50 times the amount of data as in 2011. And 75 times the number of information sources (IDC, 2011). Being able to use this data provides huge opportunities and to turn these opportunities into reality, people need to use data to solve problems.This Specialization, in collaboration with Tableau, is intended for newcomers to data visualization with no prior experience using Tableau. We leverage Tableau's library of resources to demonstrate best practices for data visualization and data storytelling. You will view examples from real world business cases and journalistic examples from leading media companies.

By the end of this specialization, you will be able to generate powerful reports and dashboards that will help people make decisions and take action based on their business data. You will use Tableau to create high-impact visualizations of common data analyses to help you see and understand your data. You will apply predicative analytics to improve business decision making. The Specialization culminates in a Capstone Project in which you will use sample data to create visualizations, dashboards, and data models to prepare a presentation to the executive leadership of a fictional company.",Fundamentals of Visualization with Tableau,https://www.coursera.org/learn/data-visualization-tableau?specialization=data-visualization
65,Data Visualization with Tableau Specialization,4,"In 2020 the world will generate 50 times the amount of data as in 2011. And 75 times the number of information sources (IDC, 2011). Being able to use this data provides huge opportunities and to turn these opportunities into reality, people need to use data to solve problems.This Specialization, in collaboration with Tableau, is intended for newcomers to data visualization with no prior experience using Tableau. We leverage Tableau's library of resources to demonstrate best practices for data visualization and data storytelling. You will view examples from real world business cases and journalistic examples from leading media companies.

By the end of this specialization, you will be able to generate powerful reports and dashboards that will help people make decisions and take action based on their business data. You will use Tableau to create high-impact visualizations of common data analyses to help you see and understand your data. You will apply predicative analytics to improve business decision making. The Specialization culminates in a Capstone Project in which you will use sample data to create visualizations, dashboards, and data models to prepare a presentation to the executive leadership of a fictional company.",Essential Design Principles for Tableau,https://www.coursera.org/learn/dataviz-design?specialization=data-visualization
66,Data Visualization with Tableau Specialization,4,"In 2020 the world will generate 50 times the amount of data as in 2011. And 75 times the number of information sources (IDC, 2011). Being able to use this data provides huge opportunities and to turn these opportunities into reality, people need to use data to solve problems.This Specialization, in collaboration with Tableau, is intended for newcomers to data visualization with no prior experience using Tableau. We leverage Tableau's library of resources to demonstrate best practices for data visualization and data storytelling. You will view examples from real world business cases and journalistic examples from leading media companies.

By the end of this specialization, you will be able to generate powerful reports and dashboards that will help people make decisions and take action based on their business data. You will use Tableau to create high-impact visualizations of common data analyses to help you see and understand your data. You will apply predicative analytics to improve business decision making. The Specialization culminates in a Capstone Project in which you will use sample data to create visualizations, dashboards, and data models to prepare a presentation to the executive leadership of a fictional company.",Visual Analytics with Tableau,https://www.coursera.org/learn/dataviz-visual-analytics?specialization=data-visualization
67,Data Visualization with Tableau Specialization,4,"In 2020 the world will generate 50 times the amount of data as in 2011. And 75 times the number of information sources (IDC, 2011). Being able to use this data provides huge opportunities and to turn these opportunities into reality, people need to use data to solve problems.This Specialization, in collaboration with Tableau, is intended for newcomers to data visualization with no prior experience using Tableau. We leverage Tableau's library of resources to demonstrate best practices for data visualization and data storytelling. You will view examples from real world business cases and journalistic examples from leading media companies.

By the end of this specialization, you will be able to generate powerful reports and dashboards that will help people make decisions and take action based on their business data. You will use Tableau to create high-impact visualizations of common data analyses to help you see and understand your data. You will apply predicative analytics to improve business decision making. The Specialization culminates in a Capstone Project in which you will use sample data to create visualizations, dashboards, and data models to prepare a presentation to the executive leadership of a fictional company.",Creating Dashboards and Storytelling with Tableau,https://www.coursera.org/learn/dataviz-dashboards?specialization=data-visualization
68,The Business of Health Care Specialization,4,"This Specialization was designed to help you keep pace with the rapidly changing world of health and health care. Through partnership with Wharton and Penn Medicine, youâll learn from experts in business acumen, health care management, and health care policy to develop the skills youâll need to successfully navigate the quickly evolving landscape of this fast-growing field.* By the end of this specialization, you will have a strong foundational understanding of the American health care system, along with the basic financial and management skills to make better, well-informed decisions that improve the cost and quality of the health care you or your enterprise provides.

*The employment of medical and health services managers is projected to grow 17% from 2014 to 2024, significantly faster than the average for all occupations.

Source: Bureau of Labor Statistics, US Department of Labor. âOccupational Outlook handbook 2016-17 Edition. Medical and Health Services Managers.â",Financial Acumen for Non-Financial Managers,https://www.coursera.org/learn/finance-healthcare-managers
69,The Business of Health Care Specialization,4,"This Specialization was designed to help you keep pace with the rapidly changing world of health and health care. Through partnership with Wharton and Penn Medicine, youâll learn from experts in business acumen, health care management, and health care policy to develop the skills youâll need to successfully navigate the quickly evolving landscape of this fast-growing field.* By the end of this specialization, you will have a strong foundational understanding of the American health care system, along with the basic financial and management skills to make better, well-informed decisions that improve the cost and quality of the health care you or your enterprise provides.

*The employment of medical and health services managers is projected to grow 17% from 2014 to 2024, significantly faster than the average for all occupations.

Source: Bureau of Labor Statistics, US Department of Labor. âOccupational Outlook handbook 2016-17 Edition. Medical and Health Services Managers.â",The Economics of Health Care Delivery,https://www.coursera.org/learn/health-economics-us-healthcare-systems
70,The Business of Health Care Specialization,4,"This Specialization was designed to help you keep pace with the rapidly changing world of health and health care. Through partnership with Wharton and Penn Medicine, youâll learn from experts in business acumen, health care management, and health care policy to develop the skills youâll need to successfully navigate the quickly evolving landscape of this fast-growing field.* By the end of this specialization, you will have a strong foundational understanding of the American health care system, along with the basic financial and management skills to make better, well-informed decisions that improve the cost and quality of the health care you or your enterprise provides.

*The employment of medical and health services managers is projected to grow 17% from 2014 to 2024, significantly faster than the average for all occupations.

Source: Bureau of Labor Statistics, US Department of Labor. âOccupational Outlook handbook 2016-17 Edition. Medical and Health Services Managers.â",Management Fundamentals,https://www.coursera.org/learn/management-fundamentals-healthcare-administrators
71,The Business of Health Care Specialization,4,"This Specialization was designed to help you keep pace with the rapidly changing world of health and health care. Through partnership with Wharton and Penn Medicine, youâll learn from experts in business acumen, health care management, and health care policy to develop the skills youâll need to successfully navigate the quickly evolving landscape of this fast-growing field.* By the end of this specialization, you will have a strong foundational understanding of the American health care system, along with the basic financial and management skills to make better, well-informed decisions that improve the cost and quality of the health care you or your enterprise provides.

*The employment of medical and health services managers is projected to grow 17% from 2014 to 2024, significantly faster than the average for all occupations.

Source: Bureau of Labor Statistics, US Department of Labor. âOccupational Outlook handbook 2016-17 Edition. Medical and Health Services Managers.â",Health Care Innovation,https://www.coursera.org/learn/wo-pmo-healthcareinnovation
72,Data Warehousing for Business Intelligence Specialization,4,"Evaluate business needs, design a data warehouse, and integrate and visualize data using dashboards and visual analytics.This Specialization covers data architecture skills that are increasingly critical across a broad range of technology fields. Youâll learn the basics of structured data modeling, gain practical SQL coding experience, and develop an in-depth understanding of data warehouse design and data manipulation. Youâll have the opportunity to work with large data sets in a data warehouse environment to create dashboards and Visual Analytics. You will use of MicroStrategy, a leading BI tool, OLAP (online analytical processing) and Visual Insights capabilities to create dashboards and Visual Analytics. In the final Capstone Project, youâll apply your skills to build a small, basic data warehouse, populate it with data, and create dashboards and other visualizations to analyze and communicate the data to a broad audience.",Database Management Essentials,https://www.coursera.org/learn/database-management?specialization=data-warehousing
73,Data Warehousing for Business Intelligence Specialization,4,"Evaluate business needs, design a data warehouse, and integrate and visualize data using dashboards and visual analytics.This Specialization covers data architecture skills that are increasingly critical across a broad range of technology fields. Youâll learn the basics of structured data modeling, gain practical SQL coding experience, and develop an in-depth understanding of data warehouse design and data manipulation. Youâll have the opportunity to work with large data sets in a data warehouse environment to create dashboards and Visual Analytics. You will use of MicroStrategy, a leading BI tool, OLAP (online analytical processing) and Visual Insights capabilities to create dashboards and Visual Analytics. In the final Capstone Project, youâll apply your skills to build a small, basic data warehouse, populate it with data, and create dashboards and other visualizations to analyze and communicate the data to a broad audience.","Data Warehouse Concepts, Design, and Data Integration",https://www.coursera.org/learn/dwdesign?specialization=data-warehousing
74,Data Warehousing for Business Intelligence Specialization,4,"Evaluate business needs, design a data warehouse, and integrate and visualize data using dashboards and visual analytics.This Specialization covers data architecture skills that are increasingly critical across a broad range of technology fields. Youâll learn the basics of structured data modeling, gain practical SQL coding experience, and develop an in-depth understanding of data warehouse design and data manipulation. Youâll have the opportunity to work with large data sets in a data warehouse environment to create dashboards and Visual Analytics. You will use of MicroStrategy, a leading BI tool, OLAP (online analytical processing) and Visual Insights capabilities to create dashboards and Visual Analytics. In the final Capstone Project, youâll apply your skills to build a small, basic data warehouse, populate it with data, and create dashboards and other visualizations to analyze and communicate the data to a broad audience.",Relational Database Support for Data Warehouses,https://www.coursera.org/learn/dwrelational?specialization=data-warehousing
75,Data Warehousing for Business Intelligence Specialization,4,"Evaluate business needs, design a data warehouse, and integrate and visualize data using dashboards and visual analytics.This Specialization covers data architecture skills that are increasingly critical across a broad range of technology fields. Youâll learn the basics of structured data modeling, gain practical SQL coding experience, and develop an in-depth understanding of data warehouse design and data manipulation. Youâll have the opportunity to work with large data sets in a data warehouse environment to create dashboards and Visual Analytics. You will use of MicroStrategy, a leading BI tool, OLAP (online analytical processing) and Visual Insights capabilities to create dashboards and Visual Analytics. In the final Capstone Project, youâll apply your skills to build a small, basic data warehouse, populate it with data, and create dashboards and other visualizations to analyze and communicate the data to a broad audience.","Business Intelligence Concepts, Tools, and Applications",https://www.coursera.org/learn/business-intelligence-tools?specialization=data-warehousing
76,Managerial Economics and Business Analysis  Specialization,4,"In order to effectively manage and operate a business, managers and leaders need to understand the market characteristics and economic environment they operate in. In this Specialization, you will build a solid understanding of the operation of markets and the macro-economic environment with real-world examples. You will be able to identify firm and country-level economic factors that impact business decisions, develop an analytical framework using statistical tools, and apply economic theory and data in the analysis of business environment and trends to make effective business decisions.The capstone project involves an in-depth analysis of an actual business situation in which you will examine the global economic environment of a business. The final project will be a business plan that uses statistical tools and economic theory to create a comprehensive analysis of the microeconomic and macroeconomic environment in which the focal company operates.

This Specialization is part of the University of Illinois Masters of Business Administration degree program, the iMBA. Learn more about the admission into the program here and how your Coursera work can be leveraged if accepted into the program. You can also start with for-credit courses within the Illinois iMBA degree program.",Firm Level Economics: Consumer and Producer Behavior,https://www.coursera.org/learn/firm-level-economics?specialization=managerial-economics-business-analysis
77,Managerial Economics and Business Analysis  Specialization,4,"In order to effectively manage and operate a business, managers and leaders need to understand the market characteristics and economic environment they operate in. In this Specialization, you will build a solid understanding of the operation of markets and the macro-economic environment with real-world examples. You will be able to identify firm and country-level economic factors that impact business decisions, develop an analytical framework using statistical tools, and apply economic theory and data in the analysis of business environment and trends to make effective business decisions.The capstone project involves an in-depth analysis of an actual business situation in which you will examine the global economic environment of a business. The final project will be a business plan that uses statistical tools and economic theory to create a comprehensive analysis of the microeconomic and macroeconomic environment in which the focal company operates.

This Specialization is part of the University of Illinois Masters of Business Administration degree program, the iMBA. Learn more about the admission into the program here and how your Coursera work can be leveraged if accepted into the program. You can also start with for-credit courses within the Illinois iMBA degree program.",Firm Level Economics: Markets and Allocations,https://www.coursera.org/learn/firm-level-economics-markets?specialization=managerial-economics-business-analysis
78,Managerial Economics and Business Analysis  Specialization,4,"In order to effectively manage and operate a business, managers and leaders need to understand the market characteristics and economic environment they operate in. In this Specialization, you will build a solid understanding of the operation of markets and the macro-economic environment with real-world examples. You will be able to identify firm and country-level economic factors that impact business decisions, develop an analytical framework using statistical tools, and apply economic theory and data in the analysis of business environment and trends to make effective business decisions.The capstone project involves an in-depth analysis of an actual business situation in which you will examine the global economic environment of a business. The final project will be a business plan that uses statistical tools and economic theory to create a comprehensive analysis of the microeconomic and macroeconomic environment in which the focal company operates.

This Specialization is part of the University of Illinois Masters of Business Administration degree program, the iMBA. Learn more about the admission into the program here and how your Coursera work can be leveraged if accepted into the program. You can also start with for-credit courses within the Illinois iMBA degree program.",Country Level Economics: Macroeconomic Variables and Markets,https://www.coursera.org/learn/country-level-economics?specialization=managerial-economics-business-analysis
79,Managerial Economics and Business Analysis  Specialization,4,"In order to effectively manage and operate a business, managers and leaders need to understand the market characteristics and economic environment they operate in. In this Specialization, you will build a solid understanding of the operation of markets and the macro-economic environment with real-world examples. You will be able to identify firm and country-level economic factors that impact business decisions, develop an analytical framework using statistical tools, and apply economic theory and data in the analysis of business environment and trends to make effective business decisions.The capstone project involves an in-depth analysis of an actual business situation in which you will examine the global economic environment of a business. The final project will be a business plan that uses statistical tools and economic theory to create a comprehensive analysis of the microeconomic and macroeconomic environment in which the focal company operates.

This Specialization is part of the University of Illinois Masters of Business Administration degree program, the iMBA. Learn more about the admission into the program here and how your Coursera work can be leveraged if accepted into the program. You can also start with for-credit courses within the Illinois iMBA degree program.","Country Level Economics: Policies, Institutions, and Macroeconomic Performance",https://www.coursera.org/learn/macroeconomic-factors?specialization=managerial-economics-business-analysis
80,Foundations of Marketing Analytics Specialization,4,"In this specialization you will learn how to:

â¢ Find, extract, organize and describe data to support business decisions

â¢ Identify, quantify and interpret relationships between variables

â¢ Derive customer insights from your data

â¢ Develop spreadsheet models to analyze data, evaluate risk and optimize business decisions

â¢ Present and justify a course of action to management

The capstone project will give you an opportunity to apply what has been covered in the specialization to solve a marketing analytics problem.",Meaningful Marketing Insights,https://www.coursera.org/learn/meaningful-marketing-insights?specialization=marketing-analytics
81,Foundations of Marketing Analytics Specialization,4,"In this specialization you will learn how to:

â¢ Find, extract, organize and describe data to support business decisions

â¢ Identify, quantify and interpret relationships between variables

â¢ Derive customer insights from your data

â¢ Develop spreadsheet models to analyze data, evaluate risk and optimize business decisions

â¢ Present and justify a course of action to management

The capstone project will give you an opportunity to apply what has been covered in the specialization to solve a marketing analytics problem.",Managing Uncertainty in Marketing Analytics,https://www.coursera.org/learn/uncertainty-marketing-decisions?specialization=marketing-analytics
82,Foundations of Marketing Analytics Specialization,4,"In this specialization you will learn how to:

â¢ Find, extract, organize and describe data to support business decisions

â¢ Identify, quantify and interpret relationships between variables

â¢ Derive customer insights from your data

â¢ Develop spreadsheet models to analyze data, evaluate risk and optimize business decisions

â¢ Present and justify a course of action to management

The capstone project will give you an opportunity to apply what has been covered in the specialization to solve a marketing analytics problem.",Forecasting Models for Marketing Decisions,https://www.coursera.org/learn/forecasting-models-marketing-decisions?specialization=marketing-analytics
83,Foundations of Marketing Analytics Specialization,4,"In this specialization you will learn how to:

â¢ Find, extract, organize and describe data to support business decisions

â¢ Identify, quantify and interpret relationships between variables

â¢ Derive customer insights from your data

â¢ Develop spreadsheet models to analyze data, evaluate risk and optimize business decisions

â¢ Present and justify a course of action to management

The capstone project will give you an opportunity to apply what has been covered in the specialization to solve a marketing analytics problem.",Survey analysis to Gain Marketing Insights,https://www.coursera.org/learn/survey-analysis-marketing-insights?specialization=marketing-analytics
