,Course Names,Course Length,Course Descriptions,Chapter Names,Chapter Links
10,Big Data â IntroducciÃ³n al uso prÃ¡ctico de datos masivos  Specialization,5,"Este programa estÃ¡ pensado como una entrada al mundo de los datos masivos y su tratamiento. El primer curso tiene como objetivo mostrar al estudiante el impacto del Big Data en la sociedad actual, tanto en el mundo de los negocios como en el de la polÃ­tica y administraciones pÃºblicas, los medios de comunicaciÃ³n y/o la investigaciÃ³n cientÃ­fica. A lo largo de los cursos 2, 3 y 4 se estudian la identificaciÃ³n, captura, pre-procesamiento, anÃ¡lisis y visualizaciÃ³n de datos, desde un punto de vista âusuarioâ, y con una orientaciÃ³n prÃ¡ctica. Finalmente, el Capstone Project permite al estudiante aplicar los conocimientos adquiridos a un caso prÃ¡ctico del campo de la astronomÃ­a.

Al finalizar los cursos de esta especializaciÃ³n el estudiante serÃ¡ capaz de:

1. Entender el impacto del tratamiento de datos masivos en la sociedad actual.

2. Entender y explicar la procedencia y caracterÃ­sticas de los datos masivos.

3. Adquirir, preparar, almacenar, analizar, visualizar y manejar grandes conjuntos de datos.

4. Extraer informaciÃ³n de los datos.

5. Trabajar dentro del ecosistema Hadoop.

6. Contestar a una pregunta bien formulada en funciÃ³n de la informaciÃ³n disponible.

Contamos con un conjunto maravilloso de profesores, con una gran experiencia en el tema, provenientes tanto de la universidad como de la empresa.

NecesitarÃ¡s una computadora de 64bits que permita virtualizacion, con un mÃ­nimo de 6G de RAM (8G recomendable) y 20G disponibles en disco.",Big Data: capstone project,https://www.coursera.org/learn/big-data-proyecto
11,Modern Big Data Analysis with SQL Specialization,3,"This Specialization teaches the essential skills for working with large-scale data using SQL.Maybe you are new to SQL and you want to learn the basics. Or maybe you already have some experience using SQL to query smaller-scale data with relational databases. Either way, if you are interested in gaining the skills necessary to query big data with modern distributed SQL engines, this Specialization is for you.

Most courses that teach SQL focus on traditional relational databases, but today, more and more of the data thatâs being generated is too big to be stored there, and itâs growing too quickly to be efficiently stored in commercial data warehouses. Instead, itâs increasingly stored in distributed clusters and cloud storage. These data stores are cost-efficient and infinitely scalable.

To query these huge datasets in clusters and cloud storage, you need a newer breed of SQL engine: distributed query engines, like Hive, Impala, Presto, and Drill. These are open source SQL engines capable of querying enormous datasets. This Specialization focuses on Hive and Impala, the most widely deployed of these query engines.

This Specialization is designed to provide excellent preparation for the Cloudera Certified Associate (CCA) Data Analyst certification exam. You can earn this certification credential by taking a hands-on practical exam using the same SQL engines that this Specialization teachesâHive and Impala.",Foundations for Big Data Analysis with SQL,https://www.coursera.org/learn/foundations-big-data-analysis-sql
12,Modern Big Data Analysis with SQL Specialization,3,"This Specialization teaches the essential skills for working with large-scale data using SQL.Maybe you are new to SQL and you want to learn the basics. Or maybe you already have some experience using SQL to query smaller-scale data with relational databases. Either way, if you are interested in gaining the skills necessary to query big data with modern distributed SQL engines, this Specialization is for you.

Most courses that teach SQL focus on traditional relational databases, but today, more and more of the data thatâs being generated is too big to be stored there, and itâs growing too quickly to be efficiently stored in commercial data warehouses. Instead, itâs increasingly stored in distributed clusters and cloud storage. These data stores are cost-efficient and infinitely scalable.

To query these huge datasets in clusters and cloud storage, you need a newer breed of SQL engine: distributed query engines, like Hive, Impala, Presto, and Drill. These are open source SQL engines capable of querying enormous datasets. This Specialization focuses on Hive and Impala, the most widely deployed of these query engines.

This Specialization is designed to provide excellent preparation for the Cloudera Certified Associate (CCA) Data Analyst certification exam. You can earn this certification credential by taking a hands-on practical exam using the same SQL engines that this Specialization teachesâHive and Impala.",Analyzing Big Data with SQL,https://www.coursera.org/learn/cloudera-big-data-analysis-sql-queries
13,Modern Big Data Analysis with SQL Specialization,3,"This Specialization teaches the essential skills for working with large-scale data using SQL.Maybe you are new to SQL and you want to learn the basics. Or maybe you already have some experience using SQL to query smaller-scale data with relational databases. Either way, if you are interested in gaining the skills necessary to query big data with modern distributed SQL engines, this Specialization is for you.

Most courses that teach SQL focus on traditional relational databases, but today, more and more of the data thatâs being generated is too big to be stored there, and itâs growing too quickly to be efficiently stored in commercial data warehouses. Instead, itâs increasingly stored in distributed clusters and cloud storage. These data stores are cost-efficient and infinitely scalable.

To query these huge datasets in clusters and cloud storage, you need a newer breed of SQL engine: distributed query engines, like Hive, Impala, Presto, and Drill. These are open source SQL engines capable of querying enormous datasets. This Specialization focuses on Hive and Impala, the most widely deployed of these query engines.

This Specialization is designed to provide excellent preparation for the Cloudera Certified Associate (CCA) Data Analyst certification exam. You can earn this certification credential by taking a hands-on practical exam using the same SQL engines that this Specialization teachesâHive and Impala.",Managing Big Data in Clusters and Cloud Storage,https://www.coursera.org/learn/cloud-storage-big-data-analysis-sql
14,"Data Engineering, Big Data, and Machine Learning on GCP Specialization",4,"This online specialization provides participants a hands-on introduction to designing and building data pipelines on Google Cloud Platform. Through a combination of presentations, demos, and hand-on labs, participants will learn how to design data processing systems, build end-to-end data pipelines, analyze data and derive insights. The course covers structured, unstructured, and streaming data.This course teaches the following skills:

â¢ Design and build data pipelines on Google Cloud Platform

â¢ Lift and shift your existing Hadoop workloads to the Cloud using Cloud Dataproc.

â¢ Process batch and streaming data by implementing autoscaling data pipelines on Cloud Dataflow

â¢ Manage your data Pipelines with Data Fusion and Cloud Composer.

â¢ Derive business insights from extremely large datasets using Google BigQuery

â¢ Learn how to use pre-built ML APIs on unstructured data and build different kinds of ML models using BigQuery ML.

â¢ Enable instant insights from streaming data

This class is intended for developers who are responsible for:

â¢ Extracting, Loading, Transforming, cleaning, and validating data

â¢ Designing pipelines and architectures for data processing

â¢ Integrating analytics and machine learning capabilities into data pipelines

â¢ Querying datasets, visualizing query results and creating reports

>>> By enrolling in this specialization you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<<",Google Cloud Platform Big Data and Machine Learning Fundamentals,https://www.coursera.org/learn/gcp-big-data-ml-fundamentals?specialization=gcp-data-machine-learning
15,"Data Engineering, Big Data, and Machine Learning on GCP Specialization",4,"This online specialization provides participants a hands-on introduction to designing and building data pipelines on Google Cloud Platform. Through a combination of presentations, demos, and hand-on labs, participants will learn how to design data processing systems, build end-to-end data pipelines, analyze data and derive insights. The course covers structured, unstructured, and streaming data.This course teaches the following skills:

â¢ Design and build data pipelines on Google Cloud Platform

â¢ Lift and shift your existing Hadoop workloads to the Cloud using Cloud Dataproc.

â¢ Process batch and streaming data by implementing autoscaling data pipelines on Cloud Dataflow

â¢ Manage your data Pipelines with Data Fusion and Cloud Composer.

â¢ Derive business insights from extremely large datasets using Google BigQuery

â¢ Learn how to use pre-built ML APIs on unstructured data and build different kinds of ML models using BigQuery ML.

â¢ Enable instant insights from streaming data

This class is intended for developers who are responsible for:

â¢ Extracting, Loading, Transforming, cleaning, and validating data

â¢ Designing pipelines and architectures for data processing

â¢ Integrating analytics and machine learning capabilities into data pipelines

â¢ Querying datasets, visualizing query results and creating reports

>>> By enrolling in this specialization you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<<", Modernizing Data Lakes and Data Warehouses with GCP,https://www.coursera.org/learn/data-lakes-data-warehouses-gcp?specialization=gcp-data-machine-learning
16,"Data Engineering, Big Data, and Machine Learning on GCP Specialization",4,"This online specialization provides participants a hands-on introduction to designing and building data pipelines on Google Cloud Platform. Through a combination of presentations, demos, and hand-on labs, participants will learn how to design data processing systems, build end-to-end data pipelines, analyze data and derive insights. The course covers structured, unstructured, and streaming data.This course teaches the following skills:

â¢ Design and build data pipelines on Google Cloud Platform

â¢ Lift and shift your existing Hadoop workloads to the Cloud using Cloud Dataproc.

â¢ Process batch and streaming data by implementing autoscaling data pipelines on Cloud Dataflow

â¢ Manage your data Pipelines with Data Fusion and Cloud Composer.

â¢ Derive business insights from extremely large datasets using Google BigQuery

â¢ Learn how to use pre-built ML APIs on unstructured data and build different kinds of ML models using BigQuery ML.

â¢ Enable instant insights from streaming data

This class is intended for developers who are responsible for:

â¢ Extracting, Loading, Transforming, cleaning, and validating data

â¢ Designing pipelines and architectures for data processing

â¢ Integrating analytics and machine learning capabilities into data pipelines

â¢ Querying datasets, visualizing query results and creating reports

>>> By enrolling in this specialization you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<<",Building Batch Data Pipelines on GCP,https://www.coursera.org/learn/batch-data-pipelines-gcp?specialization=gcp-data-machine-learning
17,"Data Engineering, Big Data, and Machine Learning on GCP Specialization",4,"This online specialization provides participants a hands-on introduction to designing and building data pipelines on Google Cloud Platform. Through a combination of presentations, demos, and hand-on labs, participants will learn how to design data processing systems, build end-to-end data pipelines, analyze data and derive insights. The course covers structured, unstructured, and streaming data.This course teaches the following skills:

â¢ Design and build data pipelines on Google Cloud Platform

â¢ Lift and shift your existing Hadoop workloads to the Cloud using Cloud Dataproc.

â¢ Process batch and streaming data by implementing autoscaling data pipelines on Cloud Dataflow

â¢ Manage your data Pipelines with Data Fusion and Cloud Composer.

â¢ Derive business insights from extremely large datasets using Google BigQuery

â¢ Learn how to use pre-built ML APIs on unstructured data and build different kinds of ML models using BigQuery ML.

â¢ Enable instant insights from streaming data

This class is intended for developers who are responsible for:

â¢ Extracting, Loading, Transforming, cleaning, and validating data

â¢ Designing pipelines and architectures for data processing

â¢ Integrating analytics and machine learning capabilities into data pipelines

â¢ Querying datasets, visualizing query results and creating reports

>>> By enrolling in this specialization you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<<",Building Resilient Streaming Analytics Systems on GCP,https://www.coursera.org/learn/streaming-analytics-systems-gcp?specialization=gcp-data-machine-learning
18,IBM AI Engineering Professional Certificate,4,"The rapid pace of innovation in Artificial Intelligence (AI) is creating enormous opportunity for transforming entire industries and our very existence. After competing this comprehensive 6 course Professional Certificate, you will get a practical understanding of Machine Learning and Deep Learning.

You will master fundamental concepts of Machine Learning and Deep Learning, including supervised and unsupervised learning. You will utilize popular Machine Learning and Deep Learning libraries such as SciPy, ScikitLearn, Keras, PyTorch, and Tensorflow applied to industry problems involving object recognition and Computer Vision, image and video processing, text analytics, Natural Language Processing, recommender systems, and other types of classifiers.

You will be able to scale Machine Learning on Big Data using Apache Spark. You will build, train, and deploy different types of Deep Architectures, including Convolutional Networks, Recurrent Networks, and Autoencoders.

By the end of this Professional Certificate, you will have completed several projects showcasing your proficiency in Machine Learning and Deep Learning, and become armed with skills for a career as an AI Engineer.",Machine Learning with Python,https://www.coursera.org/learn/machine-learning-with-python?specialization=ai-engineer
19,IBM AI Engineering Professional Certificate,4,"The rapid pace of innovation in Artificial Intelligence (AI) is creating enormous opportunity for transforming entire industries and our very existence. After competing this comprehensive 6 course Professional Certificate, you will get a practical understanding of Machine Learning and Deep Learning.

You will master fundamental concepts of Machine Learning and Deep Learning, including supervised and unsupervised learning. You will utilize popular Machine Learning and Deep Learning libraries such as SciPy, ScikitLearn, Keras, PyTorch, and Tensorflow applied to industry problems involving object recognition and Computer Vision, image and video processing, text analytics, Natural Language Processing, recommender systems, and other types of classifiers.

You will be able to scale Machine Learning on Big Data using Apache Spark. You will build, train, and deploy different types of Deep Architectures, including Convolutional Networks, Recurrent Networks, and Autoencoders.

By the end of this Professional Certificate, you will have completed several projects showcasing your proficiency in Machine Learning and Deep Learning, and become armed with skills for a career as an AI Engineer.",Scalable Machine Learning on Big Data using Apache Spark,https://www.coursera.org/learn/machine-learning-big-data-apache-spark?specialization=ai-engineer
20,IBM AI Engineering Professional Certificate,4,"The rapid pace of innovation in Artificial Intelligence (AI) is creating enormous opportunity for transforming entire industries and our very existence. After competing this comprehensive 6 course Professional Certificate, you will get a practical understanding of Machine Learning and Deep Learning.

You will master fundamental concepts of Machine Learning and Deep Learning, including supervised and unsupervised learning. You will utilize popular Machine Learning and Deep Learning libraries such as SciPy, ScikitLearn, Keras, PyTorch, and Tensorflow applied to industry problems involving object recognition and Computer Vision, image and video processing, text analytics, Natural Language Processing, recommender systems, and other types of classifiers.

You will be able to scale Machine Learning on Big Data using Apache Spark. You will build, train, and deploy different types of Deep Architectures, including Convolutional Networks, Recurrent Networks, and Autoencoders.

By the end of this Professional Certificate, you will have completed several projects showcasing your proficiency in Machine Learning and Deep Learning, and become armed with skills for a career as an AI Engineer.",Introduction to Deep Learning & Neural Networks with Keras,https://www.coursera.org/learn/introduction-to-deep-learning-with-keras?specialization=ai-engineer
21,IBM AI Engineering Professional Certificate,4,"The rapid pace of innovation in Artificial Intelligence (AI) is creating enormous opportunity for transforming entire industries and our very existence. After competing this comprehensive 6 course Professional Certificate, you will get a practical understanding of Machine Learning and Deep Learning.

You will master fundamental concepts of Machine Learning and Deep Learning, including supervised and unsupervised learning. You will utilize popular Machine Learning and Deep Learning libraries such as SciPy, ScikitLearn, Keras, PyTorch, and Tensorflow applied to industry problems involving object recognition and Computer Vision, image and video processing, text analytics, Natural Language Processing, recommender systems, and other types of classifiers.

You will be able to scale Machine Learning on Big Data using Apache Spark. You will build, train, and deploy different types of Deep Architectures, including Convolutional Networks, Recurrent Networks, and Autoencoders.

By the end of this Professional Certificate, you will have completed several projects showcasing your proficiency in Machine Learning and Deep Learning, and become armed with skills for a career as an AI Engineer.",Deep Neural Networks with PyTorch,https://www.coursera.org/learn/deep-neural-networks-with-pytorch?specialization=ai-engineer
22,Applied Data Science Specialization,4,"This is an action-packed specialization is for data science enthusiasts who want to acquire practical skills for real world data problems. It appeals to anyone interested in pursuing a career in Data Science, and already has foundational skills (or has completed the Introduction to Applied Data Science specialization). You will learn Python - no prior programming knowledge necessary. You will then learn data visualization and data analysis. Through our guided lectures, labs, and projects youâll get hands-on experience tackling interesting data problems. Make sure to take this specialization to solidify your Python and data science skills before diving deeper into big data, AI, and deep learning.

Upon completing all courses in the specialization and receiving the Specialization certificate, you will also receive an IBM Badge recognizing you as a Specialist in Applied Data Science.

LIMITED TIME OFFER: Subscription is only $39 USD per month and gives you access to graded materials and a certificate.",Python for Data Science and AI,https://www.coursera.org/learn/python-for-applied-data-science-ai
23,Applied Data Science Specialization,4,"This is an action-packed specialization is for data science enthusiasts who want to acquire practical skills for real world data problems. It appeals to anyone interested in pursuing a career in Data Science, and already has foundational skills (or has completed the Introduction to Applied Data Science specialization). You will learn Python - no prior programming knowledge necessary. You will then learn data visualization and data analysis. Through our guided lectures, labs, and projects youâll get hands-on experience tackling interesting data problems. Make sure to take this specialization to solidify your Python and data science skills before diving deeper into big data, AI, and deep learning.

Upon completing all courses in the specialization and receiving the Specialization certificate, you will also receive an IBM Badge recognizing you as a Specialist in Applied Data Science.

LIMITED TIME OFFER: Subscription is only $39 USD per month and gives you access to graded materials and a certificate.",Data Analysis with Python,https://www.coursera.org/learn/data-analysis-with-python
24,Applied Data Science Specialization,4,"This is an action-packed specialization is for data science enthusiasts who want to acquire practical skills for real world data problems. It appeals to anyone interested in pursuing a career in Data Science, and already has foundational skills (or has completed the Introduction to Applied Data Science specialization). You will learn Python - no prior programming knowledge necessary. You will then learn data visualization and data analysis. Through our guided lectures, labs, and projects youâll get hands-on experience tackling interesting data problems. Make sure to take this specialization to solidify your Python and data science skills before diving deeper into big data, AI, and deep learning.

Upon completing all courses in the specialization and receiving the Specialization certificate, you will also receive an IBM Badge recognizing you as a Specialist in Applied Data Science.

LIMITED TIME OFFER: Subscription is only $39 USD per month and gives you access to graded materials and a certificate.",Data Visualization with Python,https://www.coursera.org/learn/python-for-data-visualization
25,Applied Data Science Specialization,4,"This is an action-packed specialization is for data science enthusiasts who want to acquire practical skills for real world data problems. It appeals to anyone interested in pursuing a career in Data Science, and already has foundational skills (or has completed the Introduction to Applied Data Science specialization). You will learn Python - no prior programming knowledge necessary. You will then learn data visualization and data analysis. Through our guided lectures, labs, and projects youâll get hands-on experience tackling interesting data problems. Make sure to take this specialization to solidify your Python and data science skills before diving deeper into big data, AI, and deep learning.

Upon completing all courses in the specialization and receiving the Specialization certificate, you will also receive an IBM Badge recognizing you as a Specialist in Applied Data Science.

LIMITED TIME OFFER: Subscription is only $39 USD per month and gives you access to graded materials and a certificate.",Applied Data Science Capstone,https://www.coursera.org/learn/applied-data-science-capstone
26,Business Analytics Specialization,4,"This Specialization provides an introduction to big data analytics for all business professionals, including those with no prior analytics experience. Youâll learn how data analysts describe, predict, and inform business decisions in the specific areas of marketing, human resources, finance, and operations, and youâll develop basic data literacy and an analytic mindset that will help you make strategic decisions based on data. In the final Capstone Project, youâll apply your skills to interpret a real-world data set and make appropriate business strategy recommendations.",Customer Analytics,https://www.coursera.org/learn/wharton-customer-analytics?specialization=business-analytics
27,Business Analytics Specialization,4,"This Specialization provides an introduction to big data analytics for all business professionals, including those with no prior analytics experience. Youâll learn how data analysts describe, predict, and inform business decisions in the specific areas of marketing, human resources, finance, and operations, and youâll develop basic data literacy and an analytic mindset that will help you make strategic decisions based on data. In the final Capstone Project, youâll apply your skills to interpret a real-world data set and make appropriate business strategy recommendations.",Operations Analytics,https://www.coursera.org/learn/wharton-operations-analytics?specialization=business-analytics
